	J	r_X	sigma_Lambda_over_Lambda	Tmax_over_tau_E	sigma_t	tau_rp	g_E	g_I	beta	K	ell
0	1e-05	10.0	1.0	200.0	0.01	0.002	3.0	2.0	1.0	500.0	20.0
1	1e-05	10.0	1.0	200.0	0.01	0.002	4.0	2.0	1.0	500.0	20.0
2	1e-05	10.0	1.0	200.0	0.01	0.002	4.0	3.0	1.0	500.0	20.0
3	1e-05	10.0	1.0	200.0	0.01	0.002	5.0	2.0	1.0	500.0	20.0
4	1e-05	10.0	1.0	200.0	0.01	0.002	5.0	3.0	1.0	500.0	20.0
5	1e-05	10.0	1.0	200.0	0.01	0.002	5.0	4.0	1.0	500.0	20.0
6	1e-05	10.0	1.0	200.0	0.01	0.002	6.0	2.0	1.0	500.0	20.0
7	1e-05	10.0	1.0	200.0	0.01	0.002	6.0	3.0	1.0	500.0	20.0
8	1e-05	10.0	1.0	200.0	0.01	0.002	6.0	4.0	1.0	500.0	20.0
9	1e-05	10.0	1.0	200.0	0.01	0.002	6.0	5.0	1.0	500.0	20.0
10	1e-05	10.0	1.0	200.0	0.01	0.002	7.0	2.0	1.0	500.0	20.0
11	1e-05	10.0	1.0	200.0	0.01	0.002	7.0	3.0	1.0	500.0	20.0
12	1e-05	10.0	1.0	200.0	0.01	0.002	7.0	4.0	1.0	500.0	20.0
13	1e-05	10.0	1.0	200.0	0.01	0.002	7.0	5.0	1.0	500.0	20.0
14	1e-05	10.0	1.0	200.0	0.01	0.002	7.0	6.0	1.0	500.0	20.0
15	1e-05	10.0	1.0	200.0	0.01	0.002	8.0	2.0	1.0	500.0	20.0
16	1e-05	10.0	1.0	200.0	0.01	0.002	8.0	3.0	1.0	500.0	20.0
17	1e-05	10.0	1.0	200.0	0.01	0.002	8.0	4.0	1.0	500.0	20.0
18	1e-05	10.0	1.0	200.0	0.01	0.002	8.0	5.0	1.0	500.0	20.0
19	1e-05	10.0	1.0	200.0	0.01	0.002	8.0	6.0	1.0	500.0	20.0
20	1e-05	10.0	1.0	200.0	0.01	0.002	8.0	7.0	1.0	500.0	20.0
21	1e-05	10.0	1.0	200.0	0.01	0.002	9.0	2.0	1.0	500.0	20.0
22	1e-05	10.0	1.0	200.0	0.01	0.002	9.0	3.0	1.0	500.0	20.0
23	1e-05	10.0	1.0	200.0	0.01	0.002	9.0	4.0	1.0	500.0	20.0
24	1e-05	10.0	1.0	200.0	0.01	0.002	9.0	5.0	1.0	500.0	20.0
25	1e-05	10.0	1.0	200.0	0.01	0.002	9.0	6.0	1.0	500.0	20.0
26	1e-05	10.0	1.0	200.0	0.01	0.002	9.0	7.0	1.0	500.0	20.0
27	1e-05	10.0	1.0	200.0	0.01	0.002	9.0	8.0	1.0	500.0	20.0
28	1e-05	10.0	1.0	200.0	0.01	0.002	10.0	2.0	1.0	500.0	20.0
29	1e-05	10.0	1.0	200.0	0.01	0.002	10.0	3.0	1.0	500.0	20.0
30	1e-05	10.0	1.0	200.0	0.01	0.002	10.0	4.0	1.0	500.0	20.0
31	1e-05	10.0	1.0	200.0	0.01	0.002	10.0	5.0	1.0	500.0	20.0
32	1e-05	10.0	1.0	200.0	0.01	0.002	10.0	6.0	1.0	500.0	20.0
33	1e-05	10.0	1.0	200.0	0.01	0.002	10.0	7.0	1.0	500.0	20.0
34	1e-05	10.0	1.0	200.0	0.01	0.002	10.0	8.0	1.0	500.0	20.0
35	1e-05	10.0	1.0	200.0	0.01	0.002	10.0	9.0	1.0	500.0	20.0
36	1.6681005372000593e-05	10.0	1.0	200.0	0.01	0.002	3.0	2.0	1.0	500.0	20.0
37	1.6681005372000593e-05	10.0	1.0	200.0	0.01	0.002	4.0	2.0	1.0	500.0	20.0
38	1.6681005372000593e-05	10.0	1.0	200.0	0.01	0.002	4.0	3.0	1.0	500.0	20.0
39	1.6681005372000593e-05	10.0	1.0	200.0	0.01	0.002	5.0	2.0	1.0	500.0	20.0
40	1.6681005372000593e-05	10.0	1.0	200.0	0.01	0.002	5.0	3.0	1.0	500.0	20.0
41	1.6681005372000593e-05	10.0	1.0	200.0	0.01	0.002	5.0	4.0	1.0	500.0	20.0
42	1.6681005372000593e-05	10.0	1.0	200.0	0.01	0.002	6.0	2.0	1.0	500.0	20.0
43	1.6681005372000593e-05	10.0	1.0	200.0	0.01	0.002	6.0	3.0	1.0	500.0	20.0
44	1.6681005372000593e-05	10.0	1.0	200.0	0.01	0.002	6.0	4.0	1.0	500.0	20.0
45	1.6681005372000593e-05	10.0	1.0	200.0	0.01	0.002	6.0	5.0	1.0	500.0	20.0
46	1.6681005372000593e-05	10.0	1.0	200.0	0.01	0.002	7.0	2.0	1.0	500.0	20.0
47	1.6681005372000593e-05	10.0	1.0	200.0	0.01	0.002	7.0	3.0	1.0	500.0	20.0
48	1.6681005372000593e-05	10.0	1.0	200.0	0.01	0.002	7.0	4.0	1.0	500.0	20.0
49	1.6681005372000593e-05	10.0	1.0	200.0	0.01	0.002	7.0	5.0	1.0	500.0	20.0
50	1.6681005372000593e-05	10.0	1.0	200.0	0.01	0.002	7.0	6.0	1.0	500.0	20.0
51	1.6681005372000593e-05	10.0	1.0	200.0	0.01	0.002	8.0	2.0	1.0	500.0	20.0
52	1.6681005372000593e-05	10.0	1.0	200.0	0.01	0.002	8.0	3.0	1.0	500.0	20.0
53	1.6681005372000593e-05	10.0	1.0	200.0	0.01	0.002	8.0	4.0	1.0	500.0	20.0
54	1.6681005372000593e-05	10.0	1.0	200.0	0.01	0.002	8.0	5.0	1.0	500.0	20.0
55	1.6681005372000593e-05	10.0	1.0	200.0	0.01	0.002	8.0	6.0	1.0	500.0	20.0
56	1.6681005372000593e-05	10.0	1.0	200.0	0.01	0.002	8.0	7.0	1.0	500.0	20.0
57	1.6681005372000593e-05	10.0	1.0	200.0	0.01	0.002	9.0	2.0	1.0	500.0	20.0
58	1.6681005372000593e-05	10.0	1.0	200.0	0.01	0.002	9.0	3.0	1.0	500.0	20.0
59	1.6681005372000593e-05	10.0	1.0	200.0	0.01	0.002	9.0	4.0	1.0	500.0	20.0
60	1.6681005372000593e-05	10.0	1.0	200.0	0.01	0.002	9.0	5.0	1.0	500.0	20.0
61	1.6681005372000593e-05	10.0	1.0	200.0	0.01	0.002	9.0	6.0	1.0	500.0	20.0
62	1.6681005372000593e-05	10.0	1.0	200.0	0.01	0.002	9.0	7.0	1.0	500.0	20.0
63	1.6681005372000593e-05	10.0	1.0	200.0	0.01	0.002	9.0	8.0	1.0	500.0	20.0
64	1.6681005372000593e-05	10.0	1.0	200.0	0.01	0.002	10.0	2.0	1.0	500.0	20.0
65	1.6681005372000593e-05	10.0	1.0	200.0	0.01	0.002	10.0	3.0	1.0	500.0	20.0
66	1.6681005372000593e-05	10.0	1.0	200.0	0.01	0.002	10.0	4.0	1.0	500.0	20.0
67	1.6681005372000593e-05	10.0	1.0	200.0	0.01	0.002	10.0	5.0	1.0	500.0	20.0
68	1.6681005372000593e-05	10.0	1.0	200.0	0.01	0.002	10.0	6.0	1.0	500.0	20.0
69	1.6681005372000593e-05	10.0	1.0	200.0	0.01	0.002	10.0	7.0	1.0	500.0	20.0
70	1.6681005372000593e-05	10.0	1.0	200.0	0.01	0.002	10.0	8.0	1.0	500.0	20.0
71	1.6681005372000593e-05	10.0	1.0	200.0	0.01	0.002	10.0	9.0	1.0	500.0	20.0
72	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	3.0	2.0	1.0	500.0	20.0
73	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	4.0	2.0	1.0	500.0	20.0
74	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	4.0	3.0	1.0	500.0	20.0
75	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	5.0	2.0	1.0	500.0	20.0
76	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	5.0	3.0	1.0	500.0	20.0
77	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	5.0	4.0	1.0	500.0	20.0
78	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	6.0	2.0	1.0	500.0	20.0
79	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	6.0	3.0	1.0	500.0	20.0
80	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	6.0	4.0	1.0	500.0	20.0
81	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	6.0	5.0	1.0	500.0	20.0
82	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	7.0	2.0	1.0	500.0	20.0
83	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	7.0	3.0	1.0	500.0	20.0
84	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	7.0	4.0	1.0	500.0	20.0
85	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	7.0	5.0	1.0	500.0	20.0
86	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	7.0	6.0	1.0	500.0	20.0
87	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	8.0	2.0	1.0	500.0	20.0
88	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	8.0	3.0	1.0	500.0	20.0
89	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	8.0	4.0	1.0	500.0	20.0
90	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	8.0	5.0	1.0	500.0	20.0
91	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	8.0	6.0	1.0	500.0	20.0
92	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	8.0	7.0	1.0	500.0	20.0
93	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	9.0	2.0	1.0	500.0	20.0
94	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	9.0	3.0	1.0	500.0	20.0
95	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	9.0	4.0	1.0	500.0	20.0
96	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	9.0	5.0	1.0	500.0	20.0
97	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	9.0	6.0	1.0	500.0	20.0
98	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	9.0	7.0	1.0	500.0	20.0
99	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	9.0	8.0	1.0	500.0	20.0
100	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	10.0	2.0	1.0	500.0	20.0
101	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	10.0	3.0	1.0	500.0	20.0
102	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	10.0	4.0	1.0	500.0	20.0
103	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	10.0	5.0	1.0	500.0	20.0
104	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	10.0	6.0	1.0	500.0	20.0
105	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	10.0	7.0	1.0	500.0	20.0
106	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	10.0	8.0	1.0	500.0	20.0
107	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	10.0	9.0	1.0	500.0	20.0
108	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	3.0	2.0	1.0	500.0	20.0
109	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	4.0	2.0	1.0	500.0	20.0
110	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	4.0	3.0	1.0	500.0	20.0
111	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	5.0	2.0	1.0	500.0	20.0
112	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	5.0	3.0	1.0	500.0	20.0
113	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	5.0	4.0	1.0	500.0	20.0
114	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	6.0	2.0	1.0	500.0	20.0
115	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	6.0	3.0	1.0	500.0	20.0
116	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	6.0	4.0	1.0	500.0	20.0
117	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	6.0	5.0	1.0	500.0	20.0
118	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	7.0	2.0	1.0	500.0	20.0
119	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	7.0	3.0	1.0	500.0	20.0
120	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	7.0	4.0	1.0	500.0	20.0
121	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	7.0	5.0	1.0	500.0	20.0
122	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	7.0	6.0	1.0	500.0	20.0
123	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	8.0	2.0	1.0	500.0	20.0
124	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	8.0	3.0	1.0	500.0	20.0
125	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	8.0	4.0	1.0	500.0	20.0
126	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	8.0	5.0	1.0	500.0	20.0
127	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	8.0	6.0	1.0	500.0	20.0
128	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	8.0	7.0	1.0	500.0	20.0
129	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	9.0	2.0	1.0	500.0	20.0
130	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	9.0	3.0	1.0	500.0	20.0
131	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	9.0	4.0	1.0	500.0	20.0
132	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	9.0	5.0	1.0	500.0	20.0
133	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	9.0	6.0	1.0	500.0	20.0
134	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	9.0	7.0	1.0	500.0	20.0
135	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	9.0	8.0	1.0	500.0	20.0
136	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	10.0	2.0	1.0	500.0	20.0
137	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	10.0	3.0	1.0	500.0	20.0
138	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	10.0	4.0	1.0	500.0	20.0
139	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	10.0	5.0	1.0	500.0	20.0
140	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	10.0	6.0	1.0	500.0	20.0
141	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	10.0	7.0	1.0	500.0	20.0
142	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	10.0	8.0	1.0	500.0	20.0
143	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	10.0	9.0	1.0	500.0	20.0
144	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	3.0	2.0	1.0	500.0	20.0
145	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	4.0	2.0	1.0	500.0	20.0
146	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	4.0	3.0	1.0	500.0	20.0
147	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	5.0	2.0	1.0	500.0	20.0
148	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	5.0	3.0	1.0	500.0	20.0
149	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	5.0	4.0	1.0	500.0	20.0
150	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	6.0	2.0	1.0	500.0	20.0
151	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	6.0	3.0	1.0	500.0	20.0
152	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	6.0	4.0	1.0	500.0	20.0
153	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	6.0	5.0	1.0	500.0	20.0
154	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	7.0	2.0	1.0	500.0	20.0
155	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	7.0	3.0	1.0	500.0	20.0
156	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	7.0	4.0	1.0	500.0	20.0
157	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	7.0	5.0	1.0	500.0	20.0
158	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	7.0	6.0	1.0	500.0	20.0
159	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	8.0	2.0	1.0	500.0	20.0
160	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	8.0	3.0	1.0	500.0	20.0
161	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	8.0	4.0	1.0	500.0	20.0
162	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	8.0	5.0	1.0	500.0	20.0
163	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	8.0	6.0	1.0	500.0	20.0
164	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	8.0	7.0	1.0	500.0	20.0
165	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	9.0	2.0	1.0	500.0	20.0
166	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	9.0	3.0	1.0	500.0	20.0
167	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	9.0	4.0	1.0	500.0	20.0
168	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	9.0	5.0	1.0	500.0	20.0
169	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	9.0	6.0	1.0	500.0	20.0
170	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	9.0	7.0	1.0	500.0	20.0
171	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	9.0	8.0	1.0	500.0	20.0
172	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	10.0	2.0	1.0	500.0	20.0
173	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	10.0	3.0	1.0	500.0	20.0
174	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	10.0	4.0	1.0	500.0	20.0
175	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	10.0	5.0	1.0	500.0	20.0
176	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	10.0	6.0	1.0	500.0	20.0
177	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	10.0	7.0	1.0	500.0	20.0
178	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	10.0	8.0	1.0	500.0	20.0
179	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	10.0	9.0	1.0	500.0	20.0
180	0.0001291549665014884	10.0	1.0	200.0	0.01	0.002	3.0	2.0	1.0	500.0	20.0
181	0.0001291549665014884	10.0	1.0	200.0	0.01	0.002	4.0	2.0	1.0	500.0	20.0
182	0.0001291549665014884	10.0	1.0	200.0	0.01	0.002	4.0	3.0	1.0	500.0	20.0
183	0.0001291549665014884	10.0	1.0	200.0	0.01	0.002	5.0	2.0	1.0	500.0	20.0
184	0.0001291549665014884	10.0	1.0	200.0	0.01	0.002	5.0	3.0	1.0	500.0	20.0
185	0.0001291549665014884	10.0	1.0	200.0	0.01	0.002	5.0	4.0	1.0	500.0	20.0
186	0.0001291549665014884	10.0	1.0	200.0	0.01	0.002	6.0	2.0	1.0	500.0	20.0
187	0.0001291549665014884	10.0	1.0	200.0	0.01	0.002	6.0	3.0	1.0	500.0	20.0
188	0.0001291549665014884	10.0	1.0	200.0	0.01	0.002	6.0	4.0	1.0	500.0	20.0
189	0.0001291549665014884	10.0	1.0	200.0	0.01	0.002	6.0	5.0	1.0	500.0	20.0
190	0.0001291549665014884	10.0	1.0	200.0	0.01	0.002	7.0	2.0	1.0	500.0	20.0
191	0.0001291549665014884	10.0	1.0	200.0	0.01	0.002	7.0	3.0	1.0	500.0	20.0
192	0.0001291549665014884	10.0	1.0	200.0	0.01	0.002	7.0	4.0	1.0	500.0	20.0
193	0.0001291549665014884	10.0	1.0	200.0	0.01	0.002	7.0	5.0	1.0	500.0	20.0
194	0.0001291549665014884	10.0	1.0	200.0	0.01	0.002	7.0	6.0	1.0	500.0	20.0
195	0.0001291549665014884	10.0	1.0	200.0	0.01	0.002	8.0	2.0	1.0	500.0	20.0
196	0.0001291549665014884	10.0	1.0	200.0	0.01	0.002	8.0	3.0	1.0	500.0	20.0
197	0.0001291549665014884	10.0	1.0	200.0	0.01	0.002	8.0	4.0	1.0	500.0	20.0
198	0.0001291549665014884	10.0	1.0	200.0	0.01	0.002	8.0	5.0	1.0	500.0	20.0
199	0.0001291549665014884	10.0	1.0	200.0	0.01	0.002	8.0	6.0	1.0	500.0	20.0
200	0.0001291549665014884	10.0	1.0	200.0	0.01	0.002	8.0	7.0	1.0	500.0	20.0
201	0.0001291549665014884	10.0	1.0	200.0	0.01	0.002	9.0	2.0	1.0	500.0	20.0
202	0.0001291549665014884	10.0	1.0	200.0	0.01	0.002	9.0	3.0	1.0	500.0	20.0
203	0.0001291549665014884	10.0	1.0	200.0	0.01	0.002	9.0	4.0	1.0	500.0	20.0
204	0.0001291549665014884	10.0	1.0	200.0	0.01	0.002	9.0	5.0	1.0	500.0	20.0
205	0.0001291549665014884	10.0	1.0	200.0	0.01	0.002	9.0	6.0	1.0	500.0	20.0
206	0.0001291549665014884	10.0	1.0	200.0	0.01	0.002	9.0	7.0	1.0	500.0	20.0
207	0.0001291549665014884	10.0	1.0	200.0	0.01	0.002	9.0	8.0	1.0	500.0	20.0
208	0.0001291549665014884	10.0	1.0	200.0	0.01	0.002	10.0	2.0	1.0	500.0	20.0
209	0.0001291549665014884	10.0	1.0	200.0	0.01	0.002	10.0	3.0	1.0	500.0	20.0
210	0.0001291549665014884	10.0	1.0	200.0	0.01	0.002	10.0	4.0	1.0	500.0	20.0
211	0.0001291549665014884	10.0	1.0	200.0	0.01	0.002	10.0	5.0	1.0	500.0	20.0
212	0.0001291549665014884	10.0	1.0	200.0	0.01	0.002	10.0	6.0	1.0	500.0	20.0
213	0.0001291549665014884	10.0	1.0	200.0	0.01	0.002	10.0	7.0	1.0	500.0	20.0
214	0.0001291549665014884	10.0	1.0	200.0	0.01	0.002	10.0	8.0	1.0	500.0	20.0
215	0.0001291549665014884	10.0	1.0	200.0	0.01	0.002	10.0	9.0	1.0	500.0	20.0
216	0.00021544346900318823	10.0	1.0	200.0	0.01	0.002	3.0	2.0	1.0	500.0	20.0
217	0.00021544346900318823	10.0	1.0	200.0	0.01	0.002	4.0	2.0	1.0	500.0	20.0
218	0.00021544346900318823	10.0	1.0	200.0	0.01	0.002	4.0	3.0	1.0	500.0	20.0
219	0.00021544346900318823	10.0	1.0	200.0	0.01	0.002	5.0	2.0	1.0	500.0	20.0
220	0.00021544346900318823	10.0	1.0	200.0	0.01	0.002	5.0	3.0	1.0	500.0	20.0
221	0.00021544346900318823	10.0	1.0	200.0	0.01	0.002	5.0	4.0	1.0	500.0	20.0
222	0.00021544346900318823	10.0	1.0	200.0	0.01	0.002	6.0	2.0	1.0	500.0	20.0
223	0.00021544346900318823	10.0	1.0	200.0	0.01	0.002	6.0	3.0	1.0	500.0	20.0
224	0.00021544346900318823	10.0	1.0	200.0	0.01	0.002	6.0	4.0	1.0	500.0	20.0
225	0.00021544346900318823	10.0	1.0	200.0	0.01	0.002	6.0	5.0	1.0	500.0	20.0
226	0.00021544346900318823	10.0	1.0	200.0	0.01	0.002	7.0	2.0	1.0	500.0	20.0
227	0.00021544346900318823	10.0	1.0	200.0	0.01	0.002	7.0	3.0	1.0	500.0	20.0
228	0.00021544346900318823	10.0	1.0	200.0	0.01	0.002	7.0	4.0	1.0	500.0	20.0
229	0.00021544346900318823	10.0	1.0	200.0	0.01	0.002	7.0	5.0	1.0	500.0	20.0
230	0.00021544346900318823	10.0	1.0	200.0	0.01	0.002	7.0	6.0	1.0	500.0	20.0
231	0.00021544346900318823	10.0	1.0	200.0	0.01	0.002	8.0	2.0	1.0	500.0	20.0
232	0.00021544346900318823	10.0	1.0	200.0	0.01	0.002	8.0	3.0	1.0	500.0	20.0
233	0.00021544346900318823	10.0	1.0	200.0	0.01	0.002	8.0	4.0	1.0	500.0	20.0
234	0.00021544346900318823	10.0	1.0	200.0	0.01	0.002	8.0	5.0	1.0	500.0	20.0
235	0.00021544346900318823	10.0	1.0	200.0	0.01	0.002	8.0	6.0	1.0	500.0	20.0
236	0.00021544346900318823	10.0	1.0	200.0	0.01	0.002	8.0	7.0	1.0	500.0	20.0
237	0.00021544346900318823	10.0	1.0	200.0	0.01	0.002	9.0	2.0	1.0	500.0	20.0
238	0.00021544346900318823	10.0	1.0	200.0	0.01	0.002	9.0	3.0	1.0	500.0	20.0
239	0.00021544346900318823	10.0	1.0	200.0	0.01	0.002	9.0	4.0	1.0	500.0	20.0
240	0.00021544346900318823	10.0	1.0	200.0	0.01	0.002	9.0	5.0	1.0	500.0	20.0
241	0.00021544346900318823	10.0	1.0	200.0	0.01	0.002	9.0	6.0	1.0	500.0	20.0
242	0.00021544346900318823	10.0	1.0	200.0	0.01	0.002	9.0	7.0	1.0	500.0	20.0
243	0.00021544346900318823	10.0	1.0	200.0	0.01	0.002	9.0	8.0	1.0	500.0	20.0
244	0.00021544346900318823	10.0	1.0	200.0	0.01	0.002	10.0	2.0	1.0	500.0	20.0
245	0.00021544346900318823	10.0	1.0	200.0	0.01	0.002	10.0	3.0	1.0	500.0	20.0
246	0.00021544346900318823	10.0	1.0	200.0	0.01	0.002	10.0	4.0	1.0	500.0	20.0
247	0.00021544346900318823	10.0	1.0	200.0	0.01	0.002	10.0	5.0	1.0	500.0	20.0
248	0.00021544346900318823	10.0	1.0	200.0	0.01	0.002	10.0	6.0	1.0	500.0	20.0
249	0.00021544346900318823	10.0	1.0	200.0	0.01	0.002	10.0	7.0	1.0	500.0	20.0
250	0.00021544346900318823	10.0	1.0	200.0	0.01	0.002	10.0	8.0	1.0	500.0	20.0
251	0.00021544346900318823	10.0	1.0	200.0	0.01	0.002	10.0	9.0	1.0	500.0	20.0
252	0.00035938136638046257	10.0	1.0	200.0	0.01	0.002	3.0	2.0	1.0	500.0	20.0
253	0.00035938136638046257	10.0	1.0	200.0	0.01	0.002	4.0	2.0	1.0	500.0	20.0
254	0.00035938136638046257	10.0	1.0	200.0	0.01	0.002	4.0	3.0	1.0	500.0	20.0
255	0.00035938136638046257	10.0	1.0	200.0	0.01	0.002	5.0	2.0	1.0	500.0	20.0
256	0.00035938136638046257	10.0	1.0	200.0	0.01	0.002	5.0	3.0	1.0	500.0	20.0
257	0.00035938136638046257	10.0	1.0	200.0	0.01	0.002	5.0	4.0	1.0	500.0	20.0
258	0.00035938136638046257	10.0	1.0	200.0	0.01	0.002	6.0	2.0	1.0	500.0	20.0
259	0.00035938136638046257	10.0	1.0	200.0	0.01	0.002	6.0	3.0	1.0	500.0	20.0
260	0.00035938136638046257	10.0	1.0	200.0	0.01	0.002	6.0	4.0	1.0	500.0	20.0
261	0.00035938136638046257	10.0	1.0	200.0	0.01	0.002	6.0	5.0	1.0	500.0	20.0
262	0.00035938136638046257	10.0	1.0	200.0	0.01	0.002	7.0	2.0	1.0	500.0	20.0
263	0.00035938136638046257	10.0	1.0	200.0	0.01	0.002	7.0	3.0	1.0	500.0	20.0
264	0.00035938136638046257	10.0	1.0	200.0	0.01	0.002	7.0	4.0	1.0	500.0	20.0
265	0.00035938136638046257	10.0	1.0	200.0	0.01	0.002	7.0	5.0	1.0	500.0	20.0
266	0.00035938136638046257	10.0	1.0	200.0	0.01	0.002	7.0	6.0	1.0	500.0	20.0
267	0.00035938136638046257	10.0	1.0	200.0	0.01	0.002	8.0	2.0	1.0	500.0	20.0
