	J	r_X	sigma_Lambda_over_Lambda	Tmax_over_tau_E	sigma_t	tau_rp	g_E	g_I	beta	K	ell
6539	1.6681005372000593e-05	10.0	1.0	200.0	0.01	0.002	9.0	4.0	1.0	500.0	20.0
6540	1.6681005372000593e-05	10.0	1.0	200.0	0.01	0.002	9.0	5.0	1.0	500.0	20.0
6541	1.6681005372000593e-05	10.0	1.0	200.0	0.01	0.002	9.0	6.0	1.0	500.0	20.0
6542	1.6681005372000593e-05	10.0	1.0	200.0	0.01	0.002	9.0	7.0	1.0	500.0	20.0
6543	1.6681005372000593e-05	10.0	1.0	200.0	0.01	0.002	9.0	8.0	1.0	500.0	20.0
6544	1.6681005372000593e-05	10.0	1.0	200.0	0.01	0.002	10.0	2.0	1.0	500.0	20.0
6545	1.6681005372000593e-05	10.0	1.0	200.0	0.01	0.002	10.0	3.0	1.0	500.0	20.0
6546	1.6681005372000593e-05	10.0	1.0	200.0	0.01	0.002	10.0	4.0	1.0	500.0	20.0
6547	1.6681005372000593e-05	10.0	1.0	200.0	0.01	0.002	10.0	5.0	1.0	500.0	20.0
6548	1.6681005372000593e-05	10.0	1.0	200.0	0.01	0.002	10.0	6.0	1.0	500.0	20.0
6549	1.6681005372000593e-05	10.0	1.0	200.0	0.01	0.002	10.0	7.0	1.0	500.0	20.0
6550	1.6681005372000593e-05	10.0	1.0	200.0	0.01	0.002	10.0	8.0	1.0	500.0	20.0
6551	1.6681005372000593e-05	10.0	1.0	200.0	0.01	0.002	10.0	9.0	1.0	500.0	20.0
6552	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	3.0	2.0	1.0	500.0	20.0
6553	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	4.0	2.0	1.0	500.0	20.0
6554	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	4.0	3.0	1.0	500.0	20.0
6555	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	5.0	2.0	1.0	500.0	20.0
6556	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	5.0	3.0	1.0	500.0	20.0
6557	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	5.0	4.0	1.0	500.0	20.0
6558	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	6.0	2.0	1.0	500.0	20.0
6559	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	6.0	3.0	1.0	500.0	20.0
6560	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	6.0	4.0	1.0	500.0	20.0
6561	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	6.0	5.0	1.0	500.0	20.0
6562	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	7.0	2.0	1.0	500.0	20.0
6563	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	7.0	3.0	1.0	500.0	20.0
6564	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	7.0	4.0	1.0	500.0	20.0
6565	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	7.0	5.0	1.0	500.0	20.0
6566	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	7.0	6.0	1.0	500.0	20.0
6567	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	8.0	2.0	1.0	500.0	20.0
6568	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	8.0	3.0	1.0	500.0	20.0
6569	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	8.0	4.0	1.0	500.0	20.0
6570	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	8.0	5.0	1.0	500.0	20.0
6571	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	8.0	6.0	1.0	500.0	20.0
6572	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	8.0	7.0	1.0	500.0	20.0
6573	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	9.0	2.0	1.0	500.0	20.0
6574	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	9.0	3.0	1.0	500.0	20.0
6575	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	9.0	4.0	1.0	500.0	20.0
6576	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	9.0	5.0	1.0	500.0	20.0
6577	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	9.0	6.0	1.0	500.0	20.0
6578	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	9.0	7.0	1.0	500.0	20.0
6579	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	9.0	8.0	1.0	500.0	20.0
6580	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	10.0	2.0	1.0	500.0	20.0
6581	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	10.0	3.0	1.0	500.0	20.0
6582	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	10.0	4.0	1.0	500.0	20.0
6583	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	10.0	5.0	1.0	500.0	20.0
6584	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	10.0	6.0	1.0	500.0	20.0
6585	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	10.0	7.0	1.0	500.0	20.0
6586	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	10.0	8.0	1.0	500.0	20.0
6587	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	10.0	9.0	1.0	500.0	20.0
6588	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	3.0	2.0	1.0	500.0	20.0
6589	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	4.0	2.0	1.0	500.0	20.0
6590	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	4.0	3.0	1.0	500.0	20.0
6591	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	5.0	2.0	1.0	500.0	20.0
6592	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	5.0	3.0	1.0	500.0	20.0
6593	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	5.0	4.0	1.0	500.0	20.0
6594	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	6.0	2.0	1.0	500.0	20.0
6595	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	6.0	3.0	1.0	500.0	20.0
6596	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	6.0	4.0	1.0	500.0	20.0
6597	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	6.0	5.0	1.0	500.0	20.0
6598	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	7.0	2.0	1.0	500.0	20.0
6599	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	7.0	3.0	1.0	500.0	20.0
6600	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	7.0	4.0	1.0	500.0	20.0
6601	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	7.0	5.0	1.0	500.0	20.0
6602	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	7.0	6.0	1.0	500.0	20.0
6603	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	8.0	2.0	1.0	500.0	20.0
6604	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	8.0	3.0	1.0	500.0	20.0
6605	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	8.0	4.0	1.0	500.0	20.0
6606	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	8.0	5.0	1.0	500.0	20.0
6607	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	8.0	6.0	1.0	500.0	20.0
6608	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	8.0	7.0	1.0	500.0	20.0
6609	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	9.0	2.0	1.0	500.0	20.0
6610	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	9.0	3.0	1.0	500.0	20.0
6611	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	9.0	4.0	1.0	500.0	20.0
6612	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	9.0	5.0	1.0	500.0	20.0
6613	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	9.0	6.0	1.0	500.0	20.0
6614	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	9.0	7.0	1.0	500.0	20.0
6615	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	9.0	8.0	1.0	500.0	20.0
6616	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	10.0	2.0	1.0	500.0	20.0
6617	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	10.0	3.0	1.0	500.0	20.0
6618	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	10.0	4.0	1.0	500.0	20.0
6619	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	10.0	5.0	1.0	500.0	20.0
6620	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	10.0	6.0	1.0	500.0	20.0
6621	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	10.0	7.0	1.0	500.0	20.0
6622	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	10.0	8.0	1.0	500.0	20.0
6623	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	10.0	9.0	1.0	500.0	20.0
6624	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	3.0	2.0	1.0	500.0	20.0
6625	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	4.0	2.0	1.0	500.0	20.0
6626	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	4.0	3.0	1.0	500.0	20.0
6627	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	5.0	2.0	1.0	500.0	20.0
6628	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	5.0	3.0	1.0	500.0	20.0
6629	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	5.0	4.0	1.0	500.0	20.0
6630	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	6.0	2.0	1.0	500.0	20.0
6631	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	6.0	3.0	1.0	500.0	20.0
6632	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	6.0	4.0	1.0	500.0	20.0
6633	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	6.0	5.0	1.0	500.0	20.0
6634	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	7.0	2.0	1.0	500.0	20.0
6635	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	7.0	3.0	1.0	500.0	20.0
6636	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	7.0	4.0	1.0	500.0	20.0
6637	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	7.0	5.0	1.0	500.0	20.0
6638	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	7.0	6.0	1.0	500.0	20.0
6639	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	8.0	2.0	1.0	500.0	20.0
6640	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	8.0	3.0	1.0	500.0	20.0
6641	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	8.0	4.0	1.0	500.0	20.0
6642	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	8.0	5.0	1.0	500.0	20.0
6643	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	8.0	6.0	1.0	500.0	20.0
6644	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	8.0	7.0	1.0	500.0	20.0
6645	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	9.0	2.0	1.0	500.0	20.0
6646	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	9.0	3.0	1.0	500.0	20.0
6647	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	9.0	4.0	1.0	500.0	20.0
6648	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	9.0	5.0	1.0	500.0	20.0
6649	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	9.0	6.0	1.0	500.0	20.0
6650	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	9.0	7.0	1.0	500.0	20.0
6651	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	9.0	8.0	1.0	500.0	20.0
6652	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	10.0	2.0	1.0	500.0	20.0
6653	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	10.0	3.0	1.0	500.0	20.0
6654	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	10.0	4.0	1.0	500.0	20.0
6655	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	10.0	5.0	1.0	500.0	20.0
6656	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	10.0	6.0	1.0	500.0	20.0
6657	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	10.0	7.0	1.0	500.0	20.0
6658	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	10.0	8.0	1.0	500.0	20.0
6659	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	10.0	9.0	1.0	500.0	20.0
6660	0.0001291549665014884	10.0	1.0	200.0	0.01	0.002	3.0	2.0	1.0	500.0	20.0
6661	0.0001291549665014884	10.0	1.0	200.0	0.01	0.002	4.0	2.0	1.0	500.0	20.0
6662	0.0001291549665014884	10.0	1.0	200.0	0.01	0.002	4.0	3.0	1.0	500.0	20.0
6663	0.0001291549665014884	10.0	1.0	200.0	0.01	0.002	5.0	2.0	1.0	500.0	20.0
6664	0.0001291549665014884	10.0	1.0	200.0	0.01	0.002	5.0	3.0	1.0	500.0	20.0
6665	0.0001291549665014884	10.0	1.0	200.0	0.01	0.002	5.0	4.0	1.0	500.0	20.0
6666	0.0001291549665014884	10.0	1.0	200.0	0.01	0.002	6.0	2.0	1.0	500.0	20.0
6667	0.0001291549665014884	10.0	1.0	200.0	0.01	0.002	6.0	3.0	1.0	500.0	20.0
6668	0.0001291549665014884	10.0	1.0	200.0	0.01	0.002	6.0	4.0	1.0	500.0	20.0
6669	0.0001291549665014884	10.0	1.0	200.0	0.01	0.002	6.0	5.0	1.0	500.0	20.0
6670	0.0001291549665014884	10.0	1.0	200.0	0.01	0.002	7.0	2.0	1.0	500.0	20.0
6671	0.0001291549665014884	10.0	1.0	200.0	0.01	0.002	7.0	3.0	1.0	500.0	20.0
6672	0.0001291549665014884	10.0	1.0	200.0	0.01	0.002	7.0	4.0	1.0	500.0	20.0
6673	0.0001291549665014884	10.0	1.0	200.0	0.01	0.002	7.0	5.0	1.0	500.0	20.0
6674	0.0001291549665014884	10.0	1.0	200.0	0.01	0.002	7.0	6.0	1.0	500.0	20.0
6675	0.0001291549665014884	10.0	1.0	200.0	0.01	0.002	8.0	2.0	1.0	500.0	20.0
6676	0.0001291549665014884	10.0	1.0	200.0	0.01	0.002	8.0	3.0	1.0	500.0	20.0
6677	0.0001291549665014884	10.0	1.0	200.0	0.01	0.002	8.0	4.0	1.0	500.0	20.0
6678	0.0001291549665014884	10.0	1.0	200.0	0.01	0.002	8.0	5.0	1.0	500.0	20.0
6679	0.0001291549665014884	10.0	1.0	200.0	0.01	0.002	8.0	6.0	1.0	500.0	20.0
6680	0.0001291549665014884	10.0	1.0	200.0	0.01	0.002	8.0	7.0	1.0	500.0	20.0
6681	0.0001291549665014884	10.0	1.0	200.0	0.01	0.002	9.0	2.0	1.0	500.0	20.0
6682	0.0001291549665014884	10.0	1.0	200.0	0.01	0.002	9.0	3.0	1.0	500.0	20.0
6683	0.0001291549665014884	10.0	1.0	200.0	0.01	0.002	9.0	4.0	1.0	500.0	20.0
6684	0.0001291549665014884	10.0	1.0	200.0	0.01	0.002	9.0	5.0	1.0	500.0	20.0
6685	0.0001291549665014884	10.0	1.0	200.0	0.01	0.002	9.0	6.0	1.0	500.0	20.0
6686	0.0001291549665014884	10.0	1.0	200.0	0.01	0.002	9.0	7.0	1.0	500.0	20.0
6687	0.0001291549665014884	10.0	1.0	200.0	0.01	0.002	9.0	8.0	1.0	500.0	20.0
6688	0.0001291549665014884	10.0	1.0	200.0	0.01	0.002	10.0	2.0	1.0	500.0	20.0
6689	0.0001291549665014884	10.0	1.0	200.0	0.01	0.002	10.0	3.0	1.0	500.0	20.0
6690	0.0001291549665014884	10.0	1.0	200.0	0.01	0.002	10.0	4.0	1.0	500.0	20.0
6691	0.0001291549665014884	10.0	1.0	200.0	0.01	0.002	10.0	5.0	1.0	500.0	20.0
6692	0.0001291549665014884	10.0	1.0	200.0	0.01	0.002	10.0	6.0	1.0	500.0	20.0
6693	0.0001291549665014884	10.0	1.0	200.0	0.01	0.002	10.0	7.0	1.0	500.0	20.0
6694	0.0001291549665014884	10.0	1.0	200.0	0.01	0.002	10.0	8.0	1.0	500.0	20.0
6695	0.0001291549665014884	10.0	1.0	200.0	0.01	0.002	10.0	9.0	1.0	500.0	20.0
6696	0.00021544346900318823	10.0	1.0	200.0	0.01	0.002	3.0	2.0	1.0	500.0	20.0
6697	0.00021544346900318823	10.0	1.0	200.0	0.01	0.002	4.0	2.0	1.0	500.0	20.0
6698	0.00021544346900318823	10.0	1.0	200.0	0.01	0.002	4.0	3.0	1.0	500.0	20.0
6699	0.00021544346900318823	10.0	1.0	200.0	0.01	0.002	5.0	2.0	1.0	500.0	20.0
6700	0.00021544346900318823	10.0	1.0	200.0	0.01	0.002	5.0	3.0	1.0	500.0	20.0
6701	0.00021544346900318823	10.0	1.0	200.0	0.01	0.002	5.0	4.0	1.0	500.0	20.0
6702	0.00021544346900318823	10.0	1.0	200.0	0.01	0.002	6.0	2.0	1.0	500.0	20.0
6703	0.00021544346900318823	10.0	1.0	200.0	0.01	0.002	6.0	3.0	1.0	500.0	20.0
6704	0.00021544346900318823	10.0	1.0	200.0	0.01	0.002	6.0	4.0	1.0	500.0	20.0
6705	0.00021544346900318823	10.0	1.0	200.0	0.01	0.002	6.0	5.0	1.0	500.0	20.0
6706	0.00021544346900318823	10.0	1.0	200.0	0.01	0.002	7.0	2.0	1.0	500.0	20.0
6707	0.00021544346900318823	10.0	1.0	200.0	0.01	0.002	7.0	3.0	1.0	500.0	20.0
6708	0.00021544346900318823	10.0	1.0	200.0	0.01	0.002	7.0	4.0	1.0	500.0	20.0
6709	0.00021544346900318823	10.0	1.0	200.0	0.01	0.002	7.0	5.0	1.0	500.0	20.0
6710	0.00021544346900318823	10.0	1.0	200.0	0.01	0.002	7.0	6.0	1.0	500.0	20.0
6711	0.00021544346900318823	10.0	1.0	200.0	0.01	0.002	8.0	2.0	1.0	500.0	20.0
6712	0.00021544346900318823	10.0	1.0	200.0	0.01	0.002	8.0	3.0	1.0	500.0	20.0
6713	0.00021544346900318823	10.0	1.0	200.0	0.01	0.002	8.0	4.0	1.0	500.0	20.0
6714	0.00021544346900318823	10.0	1.0	200.0	0.01	0.002	8.0	5.0	1.0	500.0	20.0
6715	0.00021544346900318823	10.0	1.0	200.0	0.01	0.002	8.0	6.0	1.0	500.0	20.0
6716	0.00021544346900318823	10.0	1.0	200.0	0.01	0.002	8.0	7.0	1.0	500.0	20.0
6717	0.00021544346900318823	10.0	1.0	200.0	0.01	0.002	9.0	2.0	1.0	500.0	20.0
6718	0.00021544346900318823	10.0	1.0	200.0	0.01	0.002	9.0	3.0	1.0	500.0	20.0
6719	0.00021544346900318823	10.0	1.0	200.0	0.01	0.002	9.0	4.0	1.0	500.0	20.0
6720	0.00021544346900318823	10.0	1.0	200.0	0.01	0.002	9.0	5.0	1.0	500.0	20.0
6721	0.00021544346900318823	10.0	1.0	200.0	0.01	0.002	9.0	6.0	1.0	500.0	20.0
6722	0.00021544346900318823	10.0	1.0	200.0	0.01	0.002	9.0	7.0	1.0	500.0	20.0
6723	0.00021544346900318823	10.0	1.0	200.0	0.01	0.002	9.0	8.0	1.0	500.0	20.0
6724	0.00021544346900318823	10.0	1.0	200.0	0.01	0.002	10.0	2.0	1.0	500.0	20.0
6725	0.00021544346900318823	10.0	1.0	200.0	0.01	0.002	10.0	3.0	1.0	500.0	20.0
6726	0.00021544346900318823	10.0	1.0	200.0	0.01	0.002	10.0	4.0	1.0	500.0	20.0
6727	0.00021544346900318823	10.0	1.0	200.0	0.01	0.002	10.0	5.0	1.0	500.0	20.0
6728	0.00021544346900318823	10.0	1.0	200.0	0.01	0.002	10.0	6.0	1.0	500.0	20.0
6729	0.00021544346900318823	10.0	1.0	200.0	0.01	0.002	10.0	7.0	1.0	500.0	20.0
6730	0.00021544346900318823	10.0	1.0	200.0	0.01	0.002	10.0	8.0	1.0	500.0	20.0
6731	0.00021544346900318823	10.0	1.0	200.0	0.01	0.002	10.0	9.0	1.0	500.0	20.0
6732	0.00035938136638046257	10.0	1.0	200.0	0.01	0.002	3.0	2.0	1.0	500.0	20.0
6733	0.00035938136638046257	10.0	1.0	200.0	0.01	0.002	4.0	2.0	1.0	500.0	20.0
6734	0.00035938136638046257	10.0	1.0	200.0	0.01	0.002	4.0	3.0	1.0	500.0	20.0
6735	0.00035938136638046257	10.0	1.0	200.0	0.01	0.002	5.0	2.0	1.0	500.0	20.0
6736	0.00035938136638046257	10.0	1.0	200.0	0.01	0.002	5.0	3.0	1.0	500.0	20.0
6737	0.00035938136638046257	10.0	1.0	200.0	0.01	0.002	5.0	4.0	1.0	500.0	20.0
6738	0.00035938136638046257	10.0	1.0	200.0	0.01	0.002	6.0	2.0	1.0	500.0	20.0
6739	0.00035938136638046257	10.0	1.0	200.0	0.01	0.002	6.0	3.0	1.0	500.0	20.0
6740	0.00035938136638046257	10.0	1.0	200.0	0.01	0.002	6.0	4.0	1.0	500.0	20.0
6741	0.00035938136638046257	10.0	1.0	200.0	0.01	0.002	6.0	5.0	1.0	500.0	20.0
6742	0.00035938136638046257	10.0	1.0	200.0	0.01	0.002	7.0	2.0	1.0	500.0	20.0
6743	0.00035938136638046257	10.0	1.0	200.0	0.01	0.002	7.0	3.0	1.0	500.0	20.0
6744	0.00035938136638046257	10.0	1.0	200.0	0.01	0.002	7.0	4.0	1.0	500.0	20.0
6745	0.00035938136638046257	10.0	1.0	200.0	0.01	0.002	7.0	5.0	1.0	500.0	20.0
6746	0.00035938136638046257	10.0	1.0	200.0	0.01	0.002	7.0	6.0	1.0	500.0	20.0
6747	0.00035938136638046257	10.0	1.0	200.0	0.01	0.002	8.0	2.0	1.0	500.0	20.0
6748	0.00035938136638046257	10.0	1.0	200.0	0.01	0.002	8.0	3.0	1.0	500.0	20.0
6749	0.00035938136638046257	10.0	1.0	200.0	0.01	0.002	8.0	4.0	1.0	500.0	20.0
6750	0.00035938136638046257	10.0	1.0	200.0	0.01	0.002	8.0	5.0	1.0	500.0	20.0
6751	0.00035938136638046257	10.0	1.0	200.0	0.01	0.002	8.0	6.0	1.0	500.0	20.0
6752	0.00035938136638046257	10.0	1.0	200.0	0.01	0.002	8.0	7.0	1.0	500.0	20.0
6753	0.00035938136638046257	10.0	1.0	200.0	0.01	0.002	9.0	2.0	1.0	500.0	20.0
6754	0.00035938136638046257	10.0	1.0	200.0	0.01	0.002	9.0	3.0	1.0	500.0	20.0
6755	0.00035938136638046257	10.0	1.0	200.0	0.01	0.002	9.0	4.0	1.0	500.0	20.0
6756	0.00035938136638046257	10.0	1.0	200.0	0.01	0.002	9.0	5.0	1.0	500.0	20.0
6757	0.00035938136638046257	10.0	1.0	200.0	0.01	0.002	9.0	6.0	1.0	500.0	20.0
6758	0.00035938136638046257	10.0	1.0	200.0	0.01	0.002	9.0	7.0	1.0	500.0	20.0
6759	0.00035938136638046257	10.0	1.0	200.0	0.01	0.002	9.0	8.0	1.0	500.0	20.0
6760	0.00035938136638046257	10.0	1.0	200.0	0.01	0.002	10.0	2.0	1.0	500.0	20.0
6761	0.00035938136638046257	10.0	1.0	200.0	0.01	0.002	10.0	3.0	1.0	500.0	20.0
6762	0.00035938136638046257	10.0	1.0	200.0	0.01	0.002	10.0	4.0	1.0	500.0	20.0
6763	0.00035938136638046257	10.0	1.0	200.0	0.01	0.002	10.0	5.0	1.0	500.0	20.0
6764	0.00035938136638046257	10.0	1.0	200.0	0.01	0.002	10.0	6.0	1.0	500.0	20.0
6765	0.00035938136638046257	10.0	1.0	200.0	0.01	0.002	10.0	7.0	1.0	500.0	20.0
6766	0.00035938136638046257	10.0	1.0	200.0	0.01	0.002	10.0	8.0	1.0	500.0	20.0
6767	0.00035938136638046257	10.0	1.0	200.0	0.01	0.002	10.0	9.0	1.0	500.0	20.0
6768	0.0005994842503189409	10.0	1.0	200.0	0.01	0.002	3.0	2.0	1.0	500.0	20.0
6769	0.0005994842503189409	10.0	1.0	200.0	0.01	0.002	4.0	2.0	1.0	500.0	20.0
6770	0.0005994842503189409	10.0	1.0	200.0	0.01	0.002	4.0	3.0	1.0	500.0	20.0
6771	0.0005994842503189409	10.0	1.0	200.0	0.01	0.002	5.0	2.0	1.0	500.0	20.0
6772	0.0005994842503189409	10.0	1.0	200.0	0.01	0.002	5.0	3.0	1.0	500.0	20.0
6773	0.0005994842503189409	10.0	1.0	200.0	0.01	0.002	5.0	4.0	1.0	500.0	20.0
6774	0.0005994842503189409	10.0	1.0	200.0	0.01	0.002	6.0	2.0	1.0	500.0	20.0
6775	0.0005994842503189409	10.0	1.0	200.0	0.01	0.002	6.0	3.0	1.0	500.0	20.0
6776	0.0005994842503189409	10.0	1.0	200.0	0.01	0.002	6.0	4.0	1.0	500.0	20.0
6777	0.0005994842503189409	10.0	1.0	200.0	0.01	0.002	6.0	5.0	1.0	500.0	20.0
6778	0.0005994842503189409	10.0	1.0	200.0	0.01	0.002	7.0	2.0	1.0	500.0	20.0
6779	0.0005994842503189409	10.0	1.0	200.0	0.01	0.002	7.0	3.0	1.0	500.0	20.0
6780	0.0005994842503189409	10.0	1.0	200.0	0.01	0.002	7.0	4.0	1.0	500.0	20.0
6781	0.0005994842503189409	10.0	1.0	200.0	0.01	0.002	7.0	5.0	1.0	500.0	20.0
6782	0.0005994842503189409	10.0	1.0	200.0	0.01	0.002	7.0	6.0	1.0	500.0	20.0
6783	0.0005994842503189409	10.0	1.0	200.0	0.01	0.002	8.0	2.0	1.0	500.0	20.0
6784	0.0005994842503189409	10.0	1.0	200.0	0.01	0.002	8.0	3.0	1.0	500.0	20.0
6785	0.0005994842503189409	10.0	1.0	200.0	0.01	0.002	8.0	4.0	1.0	500.0	20.0
6786	0.0005994842503189409	10.0	1.0	200.0	0.01	0.002	8.0	5.0	1.0	500.0	20.0
6787	0.0005994842503189409	10.0	1.0	200.0	0.01	0.002	8.0	6.0	1.0	500.0	20.0
6788	0.0005994842503189409	10.0	1.0	200.0	0.01	0.002	8.0	7.0	1.0	500.0	20.0
6789	0.0005994842503189409	10.0	1.0	200.0	0.01	0.002	9.0	2.0	1.0	500.0	20.0
6790	0.0005994842503189409	10.0	1.0	200.0	0.01	0.002	9.0	3.0	1.0	500.0	20.0
6791	0.0005994842503189409	10.0	1.0	200.0	0.01	0.002	9.0	4.0	1.0	500.0	20.0
6792	0.0005994842503189409	10.0	1.0	200.0	0.01	0.002	9.0	5.0	1.0	500.0	20.0
6793	0.0005994842503189409	10.0	1.0	200.0	0.01	0.002	9.0	6.0	1.0	500.0	20.0
6794	0.0005994842503189409	10.0	1.0	200.0	0.01	0.002	9.0	7.0	1.0	500.0	20.0
6795	0.0005994842503189409	10.0	1.0	200.0	0.01	0.002	9.0	8.0	1.0	500.0	20.0
6796	0.0005994842503189409	10.0	1.0	200.0	0.01	0.002	10.0	2.0	1.0	500.0	20.0
6797	0.0005994842503189409	10.0	1.0	200.0	0.01	0.002	10.0	3.0	1.0	500.0	20.0
6798	0.0005994842503189409	10.0	1.0	200.0	0.01	0.002	10.0	4.0	1.0	500.0	20.0
