3.000000	2.000000	-0.093751	-2.013959	0.989185	-3.253300	1.184140	1.458587	1.549178	1.616932	1.635136	1.665482	0.246301	8.481495
3.000000	2.368421	-0.195313	-1.946699	0.939167	-3.355174	1.192125	1.452979	1.548158	1.626667	1.646253	1.672015	0.267897	9.096677
3.000000	2.736842	-0.486540	-1.894299	0.784526	-3.531788	1.367374	1.602400	1.668105	1.713148	1.728303	1.749268	0.322079	13.613228
3.368421	2.000000	-0.349670	-2.046975	0.993461	-3.438375	1.280420	1.572832	1.653366	1.711949	1.732126	1.763630	0.224462	7.541807
3.368421	2.368421	-0.369226	-2.107063	0.921430	-3.481605	1.309573	1.589550	1.664563	1.723855	1.742713	1.777245	0.257997	8.578886
3.368421	2.736842	-0.057528	-2.008942	0.791481	-3.302649	1.052362	1.358423	1.448413	1.514006	1.537139	1.566302	0.305700	8.694602
3.368421	3.105263	-0.659770	-2.105609	0.548070	-3.770075	1.541828	1.759265	1.818272	1.867671	1.886577	1.911396	0.491990	25.281990
3.736842	2.000000	-0.210128	-2.098034	0.854644	-3.353579	1.215985	1.522023	1.599414	1.661621	1.685643	1.714886	0.346769	6.493236
3.736842	2.368421	-0.121234	-2.171849	0.957822	-3.315651	1.192005	1.489845	1.574397	1.631012	1.654194	1.682872	0.284477	6.679077
3.736842	2.736842	-0.095079	-2.279190	0.964765	-3.328491	1.184406	1.451045	1.539042	1.605682	1.625061	1.649420	0.256135	6.614939
3.736842	3.105263	-0.197455	-2.215744	0.720561	-3.440280	1.206739	1.457690	1.540877	1.602516	1.625539	1.654510	0.380796	9.126498
3.736842	3.473684	-0.101832	-1.856604	0.722243	-3.393995	0.913372	1.198971	1.305133	1.368902	1.391291	1.425005	0.378194	14.906114
4.105263	2.000000	-0.065517	-2.068337	0.967164	-3.283155	1.164108	1.499065	1.579763	1.636509	1.656893	1.687408	0.293278	6.538621
4.105263	2.368421	-0.168302	-2.121813	0.833210	-3.367642	1.189035	1.506437	1.585998	1.641974	1.665241	1.695759	0.376816	5.461561
4.105263	2.736842	-0.130145	-2.175793	0.871872	-3.369108	1.180817	1.474031	1.563015	1.622015	1.648458	1.671704	0.337617	5.601666
4.105263	3.105263	-0.129505	-2.300651	0.805050	-3.393704	1.189538	1.451231	1.540277	1.605402	1.626644	1.650624	0.363774	5.863721
4.105263	3.473684	-0.152599	-2.086903	0.834514	-3.451208	1.142089	1.411694	1.493986	1.554078	1.581726	1.612122	0.314538	8.958999
4.105263	3.842105	-0.381057	-1.954112	0.903254	-3.595722	1.344110	1.568385	1.643119	1.697351	1.718878	1.745208	0.382640	14.097300
4.473684	2.000000	-0.236607	-2.055730	0.784037	-3.399155	1.223687	1.531267	1.605603	1.665446	1.689294	1.718913	0.418051	6.536708
4.473684	2.368421	-0.185525	-2.111282	0.806375	-3.387575	1.195607	1.513568	1.588933	1.649263	1.675205	1.707532	0.402349	5.518470
4.473684	2.736842	-0.084011	-2.137445	0.842672	-3.345213	1.153855	1.470625	1.562242	1.620795	1.644085	1.673835	0.376623	4.866049
4.473684	3.105263	-0.129234	-2.200814	0.830839	-3.408048	1.166970	1.457459	1.552082	1.617299	1.638969	1.663340	0.360449	5.306633
4.473684	3.473684	-0.251283	-2.456418	0.757057	-3.518393	1.231485	1.512871	1.601080	1.652252	1.673325	1.697897	0.382865	8.287949
4.473684	3.842105	-0.145030	-2.118025	0.872262	-3.475882	1.120590	1.403523	1.480610	1.544317	1.572093	1.603198	0.337717	8.871225
4.473684	4.210526	-0.350011	-2.014704	0.926175	-3.621961	1.349763	1.566448	1.640848	1.698778	1.718945	1.743245	0.437280	14.864017
4.842105	2.000000	-0.165379	-2.071129	0.994949	-3.349719	1.211628	1.530526	1.598497	1.659380	1.681777	1.712164	0.299225	6.267290
4.842105	2.368421	-0.131369	-2.094312	0.914620	-3.356029	1.184583	1.511782	1.583491	1.642697	1.666196	1.697451	0.337432	5.336118
4.842105	2.736842	-0.137027	-2.062578	0.232521	-3.393160	1.182609	1.484884	1.558816	1.620655	1.649037	1.679278	0.758564	6.492314
4.842105	3.105263	-0.115310	-2.113152	0.846770	-3.394127	1.158640	1.478733	1.563278	1.626273	1.656965	1.679719	0.369821	5.309724
4.842105	3.473684	-0.176385	-2.150124	0.767262	-3.470076	1.182532	1.474447	1.563424	1.621998	1.643348	1.667043	0.394556	6.072993
4.842105	3.842105	-0.244466	-2.284555	0.864960	-3.555526	1.230823	1.485909	1.577031	1.631449	1.653222	1.676517	0.358212	8.579971
4.842105	4.210526	-0.176577	-2.229119	0.974199	-3.523548	1.155303	1.428465	1.507467	1.573479	1.600364	1.629849	0.354680	9.322369
4.842105	4.578947	-0.176338	-1.888149	0.944870	-3.526253	0.996804	1.337140	1.412744	1.476351	1.506741	1.541737	0.424245	15.913160
5.210526	2.000000	-0.266279	-2.027490	0.256222	-3.416713	1.247910	1.533905	1.602198	1.659056	1.680163	1.708231	0.737064	6.488617
5.210526	2.368421	-0.344131	-2.021918	0.912323	-3.503775	1.234421	1.548363	1.623547	1.684049	1.708407	1.737828	0.302222	6.690140
5.210526	2.736842	-0.106669	-2.089410	0.843228	-3.375400	1.180633	1.497057	1.569886	1.630798	1.658552	1.689692	0.392667	5.143630
5.210526	3.105263	-0.101833	-2.057636	0.758036	-3.404203	1.159835	1.478664	1.556062	1.620448	1.648228	1.681304	0.438109	5.317149
5.210526	3.473684	-0.151208	-2.086734	0.990262	-3.452217	1.167314	1.481905	1.566972	1.628227	1.651917	1.676661	0.338711	5.836444
5.210526	3.842105	-0.057330	-1.915473	0.328118	-3.455213	1.142053	1.364248	1.454417	1.520754	1.545492	1.577850	0.705753	7.463952
5.210526	4.210526	0.044214	-2.097664	0.975059	-3.354837	0.969780	1.265281	1.369308	1.428592	1.457096	1.489100	0.343211	7.390956
5.210526	4.578947	-0.033985	-1.906619	0.682322	-3.425234	0.921154	1.246464	1.343622	1.409505	1.441998	1.473373	0.458500	10.335943
5.210526	4.947368	-0.233300	-1.905246	0.843193	-3.588798	1.086643	1.395110	1.475393	1.544689	1.575511	1.608615	0.516003	15.326249
5.578947	2.000000	-0.243359	-1.990783	0.257421	-3.446898	1.245714	1.523602	1.592636	1.653825	1.678552	1.707616	0.768798	5.839610
5.578947	2.368421	-0.123573	-2.069812	0.869976	-3.378564	1.206539	1.514246	1.583414	1.640514	1.664405	1.695779	0.378709	6.131033
5.578947	2.736842	-0.096013	-2.077215	0.893873	-3.382932	1.190165	1.498554	1.570425	1.630821	1.655790	1.689348	0.381739	5.425439
5.578947	3.105263	-0.086124	-2.065926	0.806740	-3.401681	1.162736	1.479969	1.556309	1.619095	1.646357	1.680310	0.411940	5.612403
5.578947	3.473684	-0.136986	-1.999878	0.739315	-3.466954	1.162474	1.468595	1.553011	1.617423	1.649197	1.673009	0.441254	5.950059
5.578947	3.842105	0.013840	-2.149781	0.757806	-3.357783	1.102771	1.367328	1.476325	1.553630	1.577664	1.604148	0.454478	6.775842
5.578947	4.210526	-0.018676	-2.043283	0.793879	-3.415254	1.092123	1.346204	1.448065	1.512676	1.542118	1.574145	0.405559	6.736143
5.578947	4.578947	-0.031702	-1.958098	0.752768	-3.428109	1.022346	1.298579	1.389751	1.448254	1.476715	1.509029	0.406472	8.332356
5.578947	4.947368	-0.131092	-1.931060	0.663195	-3.529977	1.044795	1.349742	1.429174	1.494483	1.521665	1.555083	0.469263	10.060551
5.578947	5.315789	-0.308536	-1.937718	0.999894	-3.677607	1.249569	1.487036	1.562329	1.623398	1.647199	1.679611	0.516154	16.406702
5.947368	2.000000	-0.223234	-1.983572	0.246262	-3.453697	1.244961	1.521097	1.591831	1.652559	1.674873	1.706249	0.790931	5.895991
5.947368	2.368421	-0.198419	-1.990708	0.239327	-3.459065	1.231510	1.501657	1.575429	1.637080	1.665127	1.697564	0.814121	5.846088
5.947368	2.736842	-0.127821	-1.982495	0.188486	-3.445446	1.203378	1.480432	1.554582	1.617340	1.643593	1.675839	0.880238	6.070266
5.947368	3.105263	-0.174593	-1.976675	0.223480	-3.489893	1.197460	1.481027	1.558707	1.622073	1.649090	1.682097	0.844758	5.679557
5.947368	3.473684	0.017499	-2.158930	0.836624	-3.352801	1.097921	1.433341	1.523621	1.587071	1.615796	1.648109	0.423257	6.237341
5.947368	3.842105	-0.111054	-2.072189	0.895253	-3.468091	1.139685	1.463257	1.548074	1.610803	1.636100	1.660589	0.382561	6.442223
5.947368	4.210526	-0.084194	-1.951609	0.699173	-3.491591	1.134922	1.399971	1.495358	1.561334	1.584609	1.610505	0.442602	6.147692
