8.578328	9.401389	-0.185570	-1.948936	-1.000000	-5.000000	0.845980	0.851914	0.859468	0.901532	0.918567	1.196657	1.437223	0.845275	111.465986
4.166502	3.649577	-0.420286	-2.535156	-1.000000	-4.868421	0.370785	-0.999736	0.366354	0.353273	0.352755	0.352219	0.329191	0.983912	160.573141
8.844414	6.450744	-0.884415	-0.520000	-1.000000	-4.736842	1.173243	1.207430	1.222730	1.245969	1.253021	1.320806	1.433869	0.963128	10.715894
9.271959	6.912136	-0.999999	-0.895083	-1.000000	-4.605263	1.009351	1.053191	1.070674	1.089132	1.093426	1.177088	1.305766	0.954522	28.207836
9.490121	9.485908	-0.660387	-0.590540	-1.000000	-4.473684	1.010561	1.061584	1.079020	1.101585	1.118584	1.210144	1.292285	0.796663	3.974637
5.891950	7.194801	-0.597056	-0.837974	-1.000000	-4.342105	0.645017	0.777456	0.696407	0.791066	0.797008	0.835529	0.887636	0.562604	8.478601
8.137949	4.473071	-1.000000	-1.601246	-1.000000	-4.210526	0.994707	1.058571	1.083002	1.121394	1.138379	1.259335	1.369241	0.938083	18.625072
9.959687	4.919607	-0.276329	-0.684792	-1.000000	-4.078947	0.672202	0.704283	0.705171	0.715042	0.719436	0.759131	0.872121	0.808646	17.538065
10.000000	6.161504	-0.260769	-0.849555	-1.000000	-3.947368	0.584497	0.605736	0.618073	0.636635	0.647711	0.720979	0.839586	0.867491	14.388600
4.350134	4.486476	-0.614456	-1.625060	-1.000000	-3.815789	1.076246	1.142761	1.172108	1.206518	1.224073	1.310971	1.401734	0.372824	5.639441
8.752877	4.686865	-0.457372	-1.394226	-1.000000	-3.684211	0.633215	0.660194	0.674807	0.705133	0.717003	0.831220	0.985304	1.148014	11.273919
3.249813	3.217310	-0.526452	-1.599775	-1.000000	-3.552632	0.945844	0.968020	0.982259	0.999531	1.008640	1.093214	1.250657	0.077215	1.214642
6.439754	2.000005	-0.574268	-1.374363	-1.000000	-3.421053	0.612007	0.634525	0.650836	0.673789	0.685505	0.770815	0.992155	1.431173	7.323326
8.686287	3.265639	-0.167027	-1.409393	-1.000000	-3.289474	0.540681	0.568459	0.585043	0.608680	0.622063	0.708757	0.887556	1.476229	9.069633
3.464258	3.092225	-0.080139	-3.054396	-1.000000	-3.157895	-0.016008	0.235589	0.325974	0.443071	0.513090	0.594572	0.660202	0.695210	174.927360
4.754058	2.318081	0.172167	-3.380973	-1.000000	-3.026316	0.302078	0.263290	0.254252	0.307654	0.801674	0.855006	0.858824	0.973214	384.728444
4.688854	2.506973	0.058350	-1.011805	-1.000000	-2.894737	0.262460	0.311424	0.329598	0.334904	0.337575	0.421425	0.533622	0.338096	92.114846
5.566112	4.307353	-0.451323	-2.872478	-1.000000	-2.763158	0.000000	0.196295	0.330993	0.433656	0.516630	0.586266	0.646264	0.698970	14551696277189527863296.000000
4.283544	2.447609	-0.420544	-0.944353	-1.000000	-2.631579	0.000000	0.196295	0.330993	0.433656	0.516630	0.586266	0.646264	0.698970	14857865989909475491840.000000
3.054000	2.461199	-0.169683	-0.675739	-1.000000	-2.500000	-0.908025	-0.905827	-0.904901	-0.902868	-0.902517	-0.894270	-0.871406	-0.226147	115.437839
7.699153	8.507715	-0.284911	-1.867727	-0.894737	-5.000000	0.890389	0.895693	0.901951	0.939267	0.956220	1.310481	1.518831	0.857327	102.480846
10.000000	6.921672	-1.000000	-0.520000	-0.894737	-4.868421	1.182361	1.210753	1.219139	1.230414	1.236746	1.312694	1.475786	0.988560	13.009800
8.294801	5.708849	-0.967820	-0.557380	-0.894737	-4.736842	1.191621	1.221360	1.235288	1.256760	1.264262	1.328715	1.454912	0.970604	10.670627
9.804552	9.489969	-0.691003	-0.520000	-0.894737	-4.605263	1.153790	1.183085	1.201071	1.220792	1.229383	1.286092	1.396962	0.879436	2.344078
9.488644	9.489987	-0.663490	-0.588404	-0.894737	-4.473684	1.011845	1.065506	1.082590	1.105758	1.121470	1.208707	1.293149	0.792162	4.012526
9.156023	9.489578	-0.609811	-0.702450	-0.894737	-4.342105	0.908558	0.953899	0.964737	0.987721	1.004667	1.082225	1.173169	0.705974	8.705403
8.653591	4.993617	-0.943227	-1.613381	-0.894737	-4.210526	0.992245	1.033137	1.050031	1.087203	1.101242	1.232135	1.356687	0.956869	18.679251
8.605234	3.450584	-1.000000	-1.455856	-0.894737	-4.078947	0.959732	0.998567	1.019447	1.040015	1.054144	1.123093	1.244102	1.076893	14.832211
7.083030	3.020608	-0.956928	-1.463212	-0.894737	-3.947368	0.947682	0.980093	1.004323	1.025790	1.038699	1.140528	1.218482	1.071566	14.506811
5.492673	5.658610	-0.519034	-1.697392	-0.894737	-3.815789	1.070593	1.107737	1.124840	1.145151	1.154197	1.215793	1.310112	0.255928	2.604512
8.728870	4.670624	-0.471888	-1.400437	-0.894737	-3.684211	0.635461	0.661111	0.678057	0.707753	0.722157	0.839636	1.002390	1.132323	8.808470
9.298149	6.426373	-0.304340	-1.410108	-0.894737	-3.552632	0.597785	0.629487	0.648503	0.670171	0.681307	0.759196	0.893838	1.090583	8.189838
3.068225	2.925986	-0.484288	-1.553667	-0.894737	-3.421053	0.838830	0.854903	0.865362	0.878411	0.885270	0.947428	1.109027	0.244280	2.210899
5.464536	2.002678	-0.398796	-1.432425	-0.894737	-3.289474	0.659963	0.682430	0.698420	0.724609	0.737593	0.812671	0.996817	1.409037	7.887679
3.270675	2.959545	-0.086432	-3.298051	-0.894737	-3.157895	-0.000904	0.256125	0.333044	0.454780	0.505047	0.587819	0.666700	0.657273	166.162149
3.083940	2.032580	-0.073320	-2.056246	-0.894737	-3.026316	0.068137	0.197440	0.503736	0.604447	0.635920	0.741356	0.752213	1.036473	246.484266
4.355817	3.762228	-0.715717	-1.569150	-0.894737	-2.894737	0.000000	0.196295	0.330993	0.433656	0.516630	0.586266	0.646264	0.698970	13468481259330995224576.000000
7.510219	6.434469	-0.662139	-1.674251	-0.894737	-2.763158	0.000000	0.196295	0.330993	0.433656	0.516630	0.586266	0.646264	0.698970	14172344073805897924608.000000
4.219242	2.404482	-0.005163	-2.142330	-0.894737	-2.631579	0.000000	0.196295	0.330993	0.433656	0.516630	0.586266	0.646264	0.698970	14870491745474515566592.000000
3.343350	2.679791	0.012807	-0.683614	-0.894737	-2.500000	-0.896223	-0.894800	-0.893666	-0.893072	-0.892611	-0.889090	-0.879621	-0.891987	14.727175
9.275192	6.131357	-0.999061	-1.024018	-0.789474	-5.000000	1.308787	1.311374	1.376804	1.391842	1.396521	1.447202	1.562657	0.863964	62.966629
9.999934	7.368245	-0.999984	-0.850189	-0.789474	-4.868421	1.164245	1.186539	1.191243	1.199001	1.201940	1.283161	1.486009	0.969730	17.383559
8.841021	6.121427	-0.963843	-0.625708	-0.789474	-4.736842	1.101847	1.180510	1.200969	1.216455	1.223680	1.292538	1.442947	0.959289	10.714889
9.786325	9.489884	-0.691201	-0.520000	-0.789474	-4.605263	1.155163	1.187166	1.205648	1.225889	1.235256	1.291209	1.401884	0.874831	2.353441
9.469732	9.489811	-0.668069	-0.582512	-0.789474	-4.473684	1.021308	1.070868	1.088419	1.111303	1.127860	1.216873	1.295824	0.782166	4.257599
7.118567	9.175684	-0.688875	-1.603962	-0.789474	-4.342105	0.230570	0.258683	0.293762	0.349034	0.382291	0.420168	0.528844	0.435592	13.784687
8.336116	4.462027	-0.999636	-1.587074	-0.789474	-4.210526	0.963276	1.034624	1.052343	1.092699	1.114406	1.239473	1.366641	0.984718	16.522109
6.064550	7.690283	-0.658850	-1.759695	-0.789474	-4.078947	0.217333	0.258989	0.300354	0.339213	0.344549	0.398392	0.469350	0.300956	4.023009
7.207999	3.156923	-0.934428	-1.453644	-0.789474	-3.947368	0.947854	0.981708	0.993942	1.020886	1.033073	1.124551	1.222048	1.052056	10.580839
5.873318	5.932354	-0.343310	-1.662025	-0.789474	-3.815789	0.955225	0.966824	0.974074	0.982708	0.986562	1.032716	1.143510	0.192212	4.485363
8.836695	4.762971	-0.461531	-1.417744	-0.789474	-3.684211	0.631899	0.660787	0.677682	0.705692	0.720019	0.840435	1.002610	1.117480	7.075380
9.433266	6.711910	-0.290001	-1.409901	-0.789474	-3.552632	0.590090	0.621517	0.645309	0.666184	0.675494	0.747882	0.890052	1.036692	6.133049
6.156813	2.003647	-0.594811	-1.399187	-0.789474	-3.421053	0.640137	0.665797	0.681734	0.706435	0.718271	0.807345	1.013132	1.377326	6.072891
8.072341	4.988703	0.080254	-3.176660	-0.789474	-3.289474	0.256693	0.385363	0.435363	0.646661	0.717317	0.817230	0.905639	1.221610	155.414620
8.052244	3.127409	-0.058311	-1.389756	-0.789474	-3.157895	0.531595	0.559198	0.574192	0.597983	0.609757	0.702187	0.891825	1.441459	5.717165
3.971255	2.105067	-0.130347	-1.269011	-0.789474	-3.026316	0.243619	0.337840	0.423246	0.498315	0.628925	0.694221	0.761171	0.856399	178.177001
9.216781	3.244992	-0.232116	-1.717202	-0.789474	-2.894737	0.000000	0.196295	0.330993	0.433656	0.516630	0.586266	0.646264	0.698970	13540520607256626069504.000000
9.844863	5.969478	-0.146730	-2.602337	-0.789474	-2.763158	0.000000	0.196295	0.330993	0.433656	0.516630	0.586266	0.646264	0.698970	12964263529641311993856.000000
5.589119	2.766569	-0.239822	-0.891466	-0.789474	-2.631579	0.000000	0.196295	0.330993	0.433656	0.516630	0.586266	0.646264	0.698970	13453163861618666242048.000000
3.364588	2.936271	-0.048631	-0.740315	-0.789474	-2.500000	-0.907041	-0.904286	-0.903040	-0.901290	-0.900989	-0.892042	-0.868012	-0.815413	16.983217
9.658338	6.398497	-0.968367	-0.718911	-0.684211	-5.000000	1.346860	1.362762	1.367860	1.379391	1.384107	1.437919	1.536484	0.900014	36.383020
9.998933	7.055548	-0.966448	-0.520002	-0.684211	-4.868421	1.200942	1.222524	1.232043	1.243378	1.249142	1.318622	1.489449	0.960160	8.614300
8.945916	6.685231	-0.819150	-0.520032	-0.684211	-4.736842	1.197885	1.230578	1.248943	1.264783	1.273218	1.350414	1.457313	0.913416	5.373658
9.582163	7.325488	-0.999788	-1.061381	-0.684211	-4.605263	1.000608	1.040692	1.054155	1.072492	1.084116	1.185558	1.335541	0.913157	18.634265
9.640925	9.466984	-0.545284	-0.861476	-0.684211	-4.473684	1.044813	1.117479	1.134626	1.154927	1.166643	1.256764	1.348974	0.767768	9.019443
9.096949	5.793016	-1.000000	-1.713611	-0.684211	-4.342105	0.932188	0.974593	0.996291	1.062916	1.078348	1.199349	1.390219	0.933098	16.008073
8.659978	4.881242	-0.952376	-1.624127	-0.684211	-4.210526	0.976858	1.025686	1.044509	1.077858	1.095853	1.231345	1.360033	0.939167	12.846880
8.674128	4.298231	-0.893920	-1.562610	-0.684211	-4.078947	0.973029	1.010456	1.034655	1.063834	1.076088	1.155811	1.280285	0.962965	8.798947
