0.010000	0.002000	4.746245	6.078424	0.499129	500.000000	0.100000	0.115460	1.000000	0.001000	1.497349	0.000010	55.033863	2.166561	200.000000	8.076388	3.551015	6.193330	6.676290	-6.877027	0.073635	2.072792	0.001125	0.005946	0.009122	9.829992	1.996667	1.996667	0.000000	0.000000	0.008086	-0.002312	0.005774	0.002167
0.010000	0.002000	4.746245	6.078424	0.499129	500.000000	0.100000	0.115460	1.000000	0.001000	1.497349	0.000010	56.873113	2.166561	200.000000	8.413889	3.559994	6.546252	6.816945	-7.021745	0.075804	1.651472	0.001123	0.005905	0.013632	10.145669	1.996667	1.996667	0.000000	0.000000	0.008341	-0.002430	0.005912	0.002167
0.010000	0.002000	4.746245	6.078424	0.499129	500.000000	0.100000	0.115460	1.000000	0.001000	1.497349	0.000010	58.589258	2.166561	200.000000	8.761242	3.961405	6.791803	8.314636	-8.259559	0.091810	2.830227	0.001137	0.006033	0.007197	8.973252	1.996667	1.996667	0.000000	0.000000	0.008608	-0.002506	0.006101	0.002167
0.010000	0.002000	4.746245	6.078424	0.499129	500.000000	0.100000	0.115460	1.000000	0.001000	1.497349	0.000010	61.022220	2.166561	200.000000	9.226842	3.704985	7.235090	7.026033	-8.186178	0.078273	1.521830	0.001128	0.005955	0.008431	10.224849	1.996667	1.996667	0.000000	0.000000	0.008974	-0.002671	0.006304	0.002167
0.010000	0.002000	4.746245	6.078424	0.499129	500.000000	0.100000	0.115460	1.000000	0.001000	1.497349	0.000010	62.170305	2.166561	200.000000	9.450164	3.995841	7.488030	8.169842	-9.177666	0.090399	2.212403	0.001135	0.005995	0.006222	10.220524	1.996667	1.996667	0.000000	0.000000	0.009132	-0.002750	0.006382	0.002167
0.010000	0.002000	4.746245	6.078424	0.499129	500.000000	0.100000	0.115460	1.000000	0.001000	1.497349	0.000010	69.555424	2.166561	200.000000	11.002751	3.957746	8.874466	7.008936	-10.307331	0.080117	2.018661	0.001134	0.005998	0.014257	11.863867	1.996667	1.996667	0.000000	0.000000	0.010251	-0.003222	0.007029	0.002167
0.010000	0.002000	4.746245	6.078424	0.499129	500.000000	0.100000	0.115460	1.000000	0.001000	1.497349	0.000010	95.063325	2.166561	200.000000	16.934828	5.091009	14.096321	9.109898	-19.354077	0.110373	2.771421	0.001142	0.005841	0.024713	10.422462	1.996667	1.996667	0.000000	0.000000	0.014106	-0.005013	0.009093	0.002167
0.010000	0.002000	4.020778	5.278487	0.521795	500.000000	0.100000	0.131777	1.000000	0.001000	1.602596	0.000013	56.904027	2.070690	200.000000	7.798730	3.548579	6.505180	7.342271	-6.509726	0.082047	1.610148	0.001163	0.006283	0.006034	8.755001	1.996667	1.996667	0.000000	1.000000	0.007951	-0.002498	0.005453	0.002071
0.010000	0.002000	4.020778	5.278487	0.521795	500.000000	0.100000	0.131777	1.000000	0.001000	1.602596	0.000013	58.839097	2.070690	200.000000	8.117130	3.462601	6.850858	7.306420	-6.708605	0.081959	1.858904	0.001156	0.006337	0.005534	9.302427	1.996667	1.996667	0.000000	1.000000	0.008203	-0.002623	0.005580	0.002071
0.010000	0.002000	4.020778	5.278487	0.521795	500.000000	0.100000	0.131777	1.000000	0.001000	1.602596	0.000013	59.666285	2.070690	200.000000	8.268840	3.587868	7.033362	7.273926	-6.890770	0.082183	1.570431	0.001164	0.006384	0.009711	9.267954	1.996667	1.996667	0.000000	1.000000	0.008318	-0.002677	0.005641	0.002071
