0.010000	0.002000	9.972541	8.399858	0.333771	500.000000	0.100000	0.019985	1.000000	0.001000	0.785298	0.000133	7.223655	4.140694	200.000000	6.361939	5.211354	4.975770	8.807962	6.340847	2.957044	23.361012	0.170289	0.968965	0.085064	0.341285	1.996667	1.996667	0.000000	0.000000	0.044696	-0.039510	0.005186	0.004141
0.010000	0.002000	9.972541	8.399858	0.333771	500.000000	0.100000	0.019985	1.000000	0.001000	0.785298	0.000133	7.798924	4.140694	200.000000	6.934948	5.023159	6.152074	8.976068	6.278687	1.479392	11.137354	0.091844	0.676077	0.096650	0.231422	1.996667	1.996667	0.000000	0.000000	0.048355	-0.043015	0.005340	0.004141
0.010000	0.002000	9.972541	8.399858	0.333771	500.000000	0.100000	0.019985	1.000000	0.001000	0.785298	0.000133	8.200381	4.140694	200.000000	7.357265	5.163904	7.104826	9.515131	5.897764	2.205983	18.900065	0.132163	0.989117	0.098476	0.150682	1.996667	1.996667	0.000000	0.000000	0.050901	-0.045509	0.005392	0.004141
0.010000	0.002000	9.972541	8.399858	0.333771	500.000000	0.100000	0.019985	1.000000	0.001000	0.785298	0.000133	8.694662	4.140694	200.000000	7.643787	4.902765	8.473464	8.342145	16.751452	4.710817	30.737042	0.240909	0.999807	0.221527	0.657720	1.996667	1.996667	0.000000	0.000000	0.053701	-0.048580	0.005121	0.004141
0.010000	0.002000	9.972541	8.399858	0.333771	500.000000	0.100000	0.019985	1.000000	0.001000	0.785298	0.000133	8.967919	4.140694	200.000000	8.188353	5.260650	8.945352	10.110755	-9.342761	4.020393	25.796340	0.194970	0.962093	0.033517	-0.267640	1.793333	1.996667	0.000000	0.000000	0.055835	-0.050439	0.005396	0.004141
0.010000	0.002000	9.972541	8.399858	0.333771	500.000000	0.100000	0.019985	1.000000	0.001000	0.785298	0.000133	10.448903	4.140694	200.000000	9.723307	5.183791	8.691289	7.867339	2.854394	3.330574	19.205781	0.134533	0.703262	0.144746	0.047388	1.326667	1.996667	0.000000	0.000000	0.065300	-0.059901	0.005398	0.004141
0.010000	0.002000	9.972541	8.399858	0.333771	500.000000	0.100000	0.019985	1.000000	0.001000	0.785298	0.000133	13.647213	4.140694	200.000000	13.201392	5.222326	11.332863	8.077637	-2.808656	5.905557	43.710636	0.183000	0.854218	0.126627	-0.220092	0.203333	1.996667	0.000000	0.000000	0.085788	-0.080570	0.005219	0.004141
0.010000	0.002000	4.582304	2.728730	0.806700	500.000000	0.100000	0.007287	1.000000	0.001000	6.561565	0.000443	14.407234	2.507371	200.000000	23.051392	1.703782	12.727501	28.819340	-69.626168	1.001446	5.268600	0.247926	1.000000	-0.085345	-0.086452	1.996667	1.996667	1.000000	0.000000	0.174699	-0.161760	0.012938	0.002507
0.010000	0.002000	4.582304	2.728730	0.806700	500.000000	0.100000	0.007287	1.000000	0.001000	6.561565	0.000443	30.297973	2.507371	200.000000	46.383031	1.383060	33.531680	52.818114	-797.220683	6.673995	29.785941	0.368043	1.000000	-0.279780	-0.319343	1.063333	1.996667	1.000000	0.000000	0.355688	-0.339198	0.016490	0.002507
0.010000	0.002000	4.582304	2.728730	0.806700	500.000000	0.100000	0.007287	1.000000	0.001000	6.561565	0.000443	37.007836	2.507371	200.000000	56.080181	0.895341	40.042847	58.670382	-1195.029749	16.691461	77.270791	0.401201	1.000000	-0.344196	-0.363901	0.273333	1.996667	1.000000	0.000000	0.431894	-0.412972	0.018923	0.002507
