9.793214	6.901566	-0.421152	-1.668300	-1.000000	-5.000000	1.665782	1.892365	1.966782	2.000000	2.000000	2.000000	0.812716	146.473439
9.468460	7.482261	-0.368002	-1.923142	-1.000000	-4.868421	1.633907	1.902674	1.955879	1.999636	2.000000	2.000000	0.768637	165.946271
7.226681	6.379657	-0.518150	-0.520285	-1.000000	-4.736842	1.638627	1.877429	1.951468	2.000000	2.000000	2.000000	0.839207	86.183307
9.863435	7.956013	-0.744667	-1.590927	-1.000000	-4.605263	1.568517	1.808975	1.911919	1.982277	1.993336	1.999992	0.900007	80.247511
9.164774	9.489396	-0.500265	-0.605404	-1.000000	-4.473684	1.372337	1.649631	1.729977	1.791855	1.810912	1.848825	0.859687	56.868609
8.379827	5.293153	-0.962596	-2.266025	-1.000000	-4.342105	1.547007	1.795061	1.867293	1.927415	1.955608	1.981256	0.937589	62.475102
7.276954	9.474508	-0.999199	-1.023029	-1.000000	-4.210526	0.886534	1.300755	1.451878	1.584388	1.623976	1.704483	0.244943	45.209858
9.735724	2.810750	-1.000000	-1.837311	-1.000000	-4.078947	1.300523	1.547585	1.613573	1.672747	1.696449	1.736174	1.518969	48.401515
8.090723	9.480362	-0.610409	-1.257581	-1.000000	-3.947368	0.568338	1.337910	1.445033	1.518726	1.542320	1.571042	0.396814	31.657103
7.789955	2.011226	-0.773884	-1.862105	-1.000000	-3.815789	1.355786	1.560454	1.624585	1.677924	1.696387	1.730857	1.547097	35.056300
6.324372	2.021520	-0.650632	-1.902883	-1.000000	-3.684211	1.309956	1.561100	1.627321	1.683087	1.698848	1.729928	1.565299	34.768667
6.340498	2.000003	-0.446481	-1.922105	-1.000000	-3.552632	1.289523	1.555660	1.620544	1.668134	1.683149	1.713151	1.666871	31.606656
5.275781	2.002610	-0.291620	-1.978356	-1.000000	-3.421053	1.251800	1.525716	1.594582	1.650284	1.667804	1.695582	1.669153	30.997301
4.127821	2.002447	-0.121071	-1.988976	-1.000000	-3.289474	1.173601	1.477503	1.553905	1.609054	1.623244	1.656452	1.648682	28.340895
3.469368	3.506071	-0.095611	-1.401011	-1.000000	-3.157895	-0.113077	0.554681	0.802925	0.903296	0.925107	0.955451	-0.102185	68.960395
3.342050	2.480927	0.040282	-1.677327	-1.000000	-3.026316	-0.036901	0.356475	0.452642	0.525288	0.614078	0.708908	0.687801	727.304417
5.970865	2.610298	-0.059936	-1.757794	-1.000000	-2.894737	0.000000	0.221849	0.367977	0.477121	0.564271	0.636822	0.698970	15298326114746308231168.000000
6.822737	3.133308	-0.882201	-1.127705	-1.000000	-2.763158	0.000000	0.221849	0.367977	0.477121	0.564271	0.636822	0.698970	15679171042625737195520.000000
6.449049	3.815402	-0.357979	-1.107346	-1.000000	-2.631579	0.000000	0.221849	0.367977	0.477121	0.564271	0.636822	0.698970	15780150771217869045760.000000
9.708658	8.056363	-0.462125	-3.008502	-1.000000	-2.500000	0.000000	0.221849	0.367977	0.477121	0.564271	0.636822	0.698970	16253433816870220201984.000000
9.493278	7.071767	-0.438390	-1.520573	-0.894737	-5.000000	1.697890	1.918248	1.992016	1.999999	2.000000	2.000000	0.838530	134.354488
9.984513	7.225274	-0.939598	-1.761312	-0.894737	-4.868421	1.653898	1.955205	1.999811	2.000000	2.000000	2.000000	0.836671	124.533488
9.964026	7.368742	-0.875129	-1.445348	-0.894737	-4.736842	1.572199	1.838561	1.944744	2.000000	2.000000	2.000000	0.918837	78.066479
10.000000	7.614027	-1.000000	-1.900376	-0.894737	-4.605263	1.555528	1.844843	1.934161	1.999970	1.999972	2.000000	0.845595	72.342564
9.681644	8.057851	-0.791446	-2.002891	-0.894737	-4.473684	1.554169	1.811027	1.908807	1.968713	1.989012	2.000000	0.867476	63.720216
7.920316	5.133029	-0.986491	-2.156532	-0.894737	-4.342105	1.562402	1.807427	1.879512	1.937479	1.963203	1.993424	0.937820	63.443154
9.739840	3.842953	-1.000000	-1.956988	-0.894737	-4.210526	1.399316	1.622008	1.686970	1.748068	1.771488	1.801880	1.339823	49.861829
7.650173	9.485480	-0.801285	-1.116278	-0.894737	-4.078947	0.719304	1.160712	1.360268	1.502879	1.536659	1.594027	0.359377	40.499865
