1	0	0	1.5443	1	1	1
1	0	1	7.6305	1	1	1
1	0	2	20.408	1	1	1
1	0	3	35.939	1	1	1
1	6	0	81.07	1	1	1
1	6	1	92.666	1	1	1
1	6	2	107.71	1	1	1
1	6	3	117.77	1	1	1
1	12	0	93.272	1	1	1
1	12	1	103.11	1	1	1
1	12	2	118.32	1	1	1
1	12	3	143.76	1	1	1
1	25	0	97.478	1	1	1
1	25	1	101.89	1	1	1
1	25	2	120.91	1	1	1
1	25	3	138.78	1	1	1
1	50	0	108.53	1	1	1
1	50	1	111.42	1	1	1
1	50	2	138.87	1	1	1
1	50	3	152.88	1	1	1
1	99	0	121.59	1	1	1
1	99	1	135.87	1	1	1
1	99	2	143.49	1	1	1
1	99	3	162.13	1	1	1
5	0	0	0	1	1	1
5	0	1	3.6731	1	1	1
5	0	2	94.924	1	1	1
5	0	3	188.73	1	1	1
5	6	0	6.2037	1	1	1
5	6	1	70.229	1	1	1
5	6	2	127.01	1	1	1
5	6	3	202.71	1	1	1
5	12	0	23.624	1	1	1
5	12	1	105.73	1	1	1
5	12	2	155.66	1	1	1
5	12	3	214.13	1	1	1
5	25	0	13.922	1	1	1
5	25	1	108.23	1	1	1
5	25	2	153.05	1	1	1
5	25	3	235.51	1	1	1
5	50	0	14.491	1	1	1
5	50	1	97.914	1	1	1
5	50	2	170.12	1	1	1
5	50	3	206.14	1	1	1
5	99	0	9.9591	1	1	1
5	99	1	79.412	1	1	1
5	99	2	147.81	1	1	1
5	99	3	212.63	1	1	1
7	0	0	1.281	1	1	1
7	0	1	8.0744	1	1	1
7	0	2	32.812	1	1	1
7	0	3	54.78	1	1	1
7	6	0	9.9502	1	1	1
7	6	1	31.103	1	1	1
7	6	2	38.644	1	1	1
7	6	3	50.055	1	1	1
7	12	0	6.4924	1	1	1
7	12	1	41.8	1	1	1
7	12	2	53.491	1	1	1
7	12	3	64.153	1	1	1
7	25	0	12.573	1	1	1
7	25	1	36.896	1	1	1
7	25	2	50.453	1	1	1
7	25	3	61.662	1	1	1
7	50	0	28.274	1	1	1
7	50	1	41.317	1	1	1
7	50	2	55.077	1	1	1
7	50	3	67.389	1	1	1
7	99	0	23.292	1	1	1
7	99	1	38.467	1	1	1
7	99	2	56.786	1	1	1
7	99	3	61.069	1	1	1
8	0	0	21.108	1	1	1
8	0	1	1.8365	1	1	1
8	0	2	0	1	1	1
8	0	3	0	1	1	1
8	6	0	33.69	1	1	1
8	6	1	2.8034	1	1	1
8	6	2	0	1	1	1
8	6	3	0	1	1	1
8	12	0	29.931	1	1	1
8	12	1	6.9136	1	1	1
8	12	2	1.8626	1	1	1
8	12	3	0	1	1	1
8	25	0	47.194	1	1	1
8	25	1	13.879	1	1	1
8	25	2	0.91827	1	1	1
8	25	3	2.7548	1	1	1
8	50	0	63.117	1	1	1
8	50	1	26.377	1	1	1
8	50	2	3.942	1	1	1
8	50	3	2.6282	1	1	1
8	99	0	58.174	1	1	1
8	99	1	31.945	1	1	1
8	99	2	12.008	1	1	1
8	99	3	5.5176	1	1	1
9	0	0	0	1	1	1
9	0	1	0.01914	1	1	1
9	0	2	0	1	1	1
9	0	3	0	1	1	1
9	6	0	26.22	1	1	1
9	6	1	21.906	1	1	1
9	6	2	16.55	1	1	1
9	6	3	8.1121	1	1	1
9	12	0	42.922	1	1	1
9	12	1	35.47	1	1	1
9	12	2	26.003	1	1	1
9	12	3	22.918	1	1	1
9	25	0	42.676	1	1	1
9	25	1	58.807	1	1	1
9	25	2	43.834	1	1	1
9	25	3	32.986	1	1	1
9	50	0	64.055	1	1	1
9	50	1	64.609	1	1	1
9	50	2	49.297	1	1	1
9	50	3	31.315	1	1	1
9	99	0	38.876	1	1	1
9	99	1	27.778	1	1	1
9	99	2	32.562	1	1	1
9	99	3	27.317	1	1	1
13	0	0	8.7302	1	0	1
13	0	1	4.6511	1	0	1
13	0	2	3.109	1	0	1
13	0	3	6.654	1	0	1
13	6	0	30.18	1	0	1
13	6	1	40.771	1	0	1
13	6	2	41.149	1	0	1
13	6	3	31.584	1	0	1
13	12	0	67.86	1	0	1
13	12	1	74.107	1	0	1
13	12	2	65.937	1	0	1
13	12	3	67.767	1	0	1
13	25	0	114.15	1	0	1
13	25	1	103.59	1	0	1
13	25	2	89.264	1	0	1
13	25	3	98.55	1	0	1
13	50	0	104.28	1	0	1
13	50	1	105.02	1	0	1
13	50	2	122.54	1	0	1
13	50	3	86.452	1	0	1
13	99	0	129.05	1	0	1
13	99	1	155.48	1	0	1
13	99	2	139.95	1	0	1
13	99	3	149.03	1	0	1
15	0	0	85.632	1	1	1
15	0	1	12.893	1	1	1
15	0	2	5.6477	1	1	1
15	0	3	0.10318	1	1	1
15	6	0	106.91	1	1	1
15	6	1	39.485	1	1	1
15	6	2	14.554	1	1	1
15	6	3	3.5456	1	1	1
15	12	0	111.19	1	1	1
15	12	1	50.926	1	1	1
15	12	2	30.666	1	1	1
15	12	3	23.032	1	1	1
15	25	0	129.05	1	1	1
15	25	1	74.724	1	1	1
15	25	2	42.696	1	1	1
15	25	3	23.563	1	1	1
15	50	0	113	1	1	1
15	50	1	71.425	1	1	1
15	50	2	43.906	1	1	1
15	50	3	29.004	1	1	1
15	99	0	116.87	1	1	1
15	99	1	81.479	1	1	1
15	99	2	59.87	1	1	1
15	99	3	44.249	1	1	1
16	0	0	32.903	1	1	1
16	0	1	29.609	1	1	1
16	0	2	36.89	1	1	1
16	0	3	40.883	1	1	1
16	6	0	33.662	1	1	1
16	6	1	25.464	1	1	1
16	6	2	30.081	1	1	1
16	6	3	44.498	1	1	1
16	12	0	34.776	1	1	1
16	12	1	29.027	1	1	1
16	12	2	33.395	1	1	1
16	12	3	40.688	1	1	1
16	25	0	36.458	1	1	1
16	25	1	27.202	1	1	1
16	25	2	25.1	1	1	1
16	25	3	39.344	1	1	1
16	50	0	35.529	1	1	1
16	50	1	29.639	1	1	1
16	50	2	31.062	1	1	1
16	50	3	35.304	1	1	1
16	99	0	49.722	1	1	1
16	99	1	35.974	1	1	1
16	99	2	41.607	1	1	1
16	99	3	43.876	1	1	1
17	0	0	15.453	1	1	1
17	0	1	23.031	1	1	1
17	0	2	28.289	1	1	1
17	0	3	26.923	1	1	1
17	6	0	22.808	1	1	1
17	6	1	36.882	1	1	1
17	6	2	36.309	1	1	1
17	6	3	34.159	1	1	1
17	12	0	22.694	1	1	1
17	12	1	37.764	1	1	1
17	12	2	37.838	1	1	1
