16.887822	20.358606	13.248781	16.683162	10.139313	-0.003833	0.623066	0.098169
16.906908	20.124729	13.373471	16.675090	10.029563	-0.009187	0.605977	0.084024
16.755137	20.067986	13.010604	16.383843	10.135274	-0.018745	0.580877	0.073781
16.841323	20.224636	13.249039	16.523432	9.972534	-0.009777	0.529448	0.061837
16.732985	20.229919	13.295057	16.772362	10.306825	-0.011517	0.462350	0.054457
16.620397	20.123050	13.548359	16.944507	10.172197	-0.001038	0.404083	0.050097
16.629732	19.813397	13.148763	16.621955	10.131667	0.000729	0.524402	0.123308
16.720664	19.902692	13.021210	16.377049	9.945004	-0.001366	0.487429	0.108521
16.934699	20.208039	13.313791	16.607659	9.974476	-0.004891	0.472760	0.090439
16.933911	20.279790	13.337338	16.565178	10.093119	-0.026986	0.426280	0.084861
16.785981	20.060947	13.367816	16.523643	10.030305	-0.031102	0.382073	0.081480
16.873929	20.134065	13.303678	16.351471	10.128159	-0.059305	0.350760	0.080622
16.710770	20.016739	13.236570	16.424692	10.204316	-0.046452	0.307820	0.070004
16.695436	19.896146	13.274772	16.612264	10.322653	-0.033677	0.278060	0.062927
16.778537	19.741166	12.943624	16.904211	11.156989	-0.025503	0.221141	0.042513
16.479069	19.350817	11.938570	14.151035	8.435180	-0.096183	0.207754	0.031809
18.164875	21.140433	12.894915	15.915561	9.298040	0.002695	0.158276	0.020052
16.512488	18.781209	11.509725	16.355540	10.115808	0.158953	0.151843	0.020862
16.733901	18.661862	10.082238	15.756199	10.891700	0.098023	0.121188	0.013099
15.544976	20.514968	13.293340	14.622006	10.148258	-0.309434	0.090818	0.016138
