0.010000	0.002000	8.479552	4.915658	0.274275	500.000000	0.100000	0.146418	1.000000	0.001000	1.569564	0.002051	0.125015	3.402153	200.000000	0.243608	0.467984	0.785229	2.592109	-0.094667	0.910892	15.783378	0.555495	1.000000	-0.003315	-0.080520	0.363333	1.996667
0.010000	0.002000	7.757880	6.589907	0.101854	500.000000	0.100000	0.095533	1.000000	0.001000	0.122111	0.000549	0.142574	0.204758	200.000000	0.482815	0.019612	0.515347	0.134027	0.014976	0.226699	4.209629	0.168826	0.994814	1.471315	0.765252	0.033333	1.996667
0.010000	0.002000	7.793788	4.974087	0.491506	500.000000	0.100000	0.005554	1.000000	0.001000	5.582730	0.000451	3.416884	2.147127	200.000000	4.530084	1.731155	1.540932	16.657787	-1.303114	2.265262	21.155977	0.419457	1.000000	-0.004159	-0.010922	1.996667	1.996667
0.010000	0.002000	8.340266	2.296252	0.473799	500.000000	0.100000	0.062337	1.000000	0.001000	0.259284	0.001476	19.332749	6.533957	200.000000	28.964433	0.279276	44.353597	12.510948	-69.092055	20.158379	117.409813	0.581217	1.000000	-0.410786	-0.525105	0.053333	1.996667
0.010000	0.002000	6.827906	5.829092	6.934416	500.000000	0.100000	0.000583	1.000000	0.001000	0.119331	0.002200	56.918302	3.473197	200.000000	255.998136	1.919078	23.488322	0.594036	-1.834822	0.454148	3.840946	0.000725	0.005828	-24.997254	-28.344316	1.163333	1.996667
0.010000	0.002000	5.173216	2.596939	1.567781	500.000000	0.100000	0.139725	1.000000	0.001000	3.326676	0.000623	95.858240	8.997549	200.000000	186.415623	2.150846	171.356002	15.562978	-10.539736	2.756394	7.171800	0.482388	1.000000	-0.055233	0.843355	1.996667	1.996667
0.010000	0.002000	4.079902	2.182053	4.615692	500.000000	0.100000	0.009539	1.000000	0.001000	9.390006	0.001893	0.156468	0.145312	200.000000	0.237220	0.000024	0.474417	0.000745	0.000001	0.002377	0.043903	0.394160	0.991666	0.000022	-1.826732	1.996667	1.996667
0.010000	0.002000	6.208508	5.392993	0.286789	500.000000	0.100000	0.009153	1.000000	0.001000	4.893397	0.002000	0.780980	50.259001	200.000000	1.692464	20.937787	1.505938	54.861600	0.734272	12.067793	108.550529	0.506408	1.000000	-0.000064	0.003148	0.016667	1.996667
0.010000	0.002000	5.614916	4.570273	3.518832	500.000000	0.100000	0.096392	1.000000	0.001000	1.229872	0.001024	15.439980	0.338410	200.000000	108.944541	0.191177	137.522341	0.591568	15.572304	2.325927	9.276084	0.492177	1.000000	40.958908	184.921863	1.996667	1.996667
0.010000	0.002000	5.358769	2.302422	7.945422	500.000000	0.100000	0.008550	1.000000	0.001000	0.258278	0.000654	0.213785	9.631600	200.000000	0.334120	78.289945	0.662533	7.183697	-4.579306	0.244407	0.479328	0.001596	0.002767	0.000063	0.000648	1.996667	1.996667
0.010000	0.002000	3.480428	2.544683	1.713113	500.000000	0.100000	0.001609	1.000000	0.001000	2.206824	0.001654	0.234245	0.139670	200.000000	0.182874	0.001864	0.329464	0.009825	-0.000053	0.001212	0.017157	0.026196	0.068762	-0.000517	0.139708	1.996667	1.996667
0.010000	0.002000	4.784448	4.252096	7.969176	500.000000	0.100000	0.090552	1.000000	0.001000	0.421944	0.000922	0.976809	0.382491	200.000000	398.050787	0.056519	98.751693	0.146656	-4.307970	1.617149	6.167934	0.131929	1.000000	-234.303773	-2573.393296	1.996667	1.996667
0.010000	0.002000	3.061624	2.527073	0.169864	500.000000	0.100000	0.000365	1.000000	0.001000	2.653111	0.001836	46.640671	1.267071	200.000000	65.239355	0.082877	28.817610	22.049678	-220.413044	33.355714	162.489710	0.259743	0.908259	-0.458529	-0.450185	0.036667	1.996667
0.010000	0.002000	6.292504	5.611274	6.725362	500.000000	0.100000	0.118254	1.000000	0.001000	1.954824	0.001333	1.557732	62.475892	200.000000	191.638972	28.190171	182.787189	57.267867	-702.442229	3.137191	10.523315	0.464242	1.000000	-0.314578	3.227029	1.996667	1.996667
0.010000	0.002000	7.410354	2.648233	7.454212	500.000000	0.100000	0.001100	1.000000	0.001000	0.146122	0.000507	18.290918	1.974510	200.000000	117.691593	0.423171	12.905196	0.203213	0.172497	0.098291	0.470417	0.000651	0.002535	-5.746112	-8.698889	1.786667	1.996667
0.010000	0.002000	9.428736	4.734425	0.153666	500.000000	0.100000	0.001728	1.000000	0.001000	0.419625	0.003218	17.559156	0.344542	200.000000	28.747492	-0.099956	15.301345	13.149940	-89.769865	18.316426	87.194650	0.331935	0.999997	-0.506416	-0.535181	0.023333	1.996667
0.010000	0.002000	4.431812	2.248251	9.215376	500.000000	0.100000	0.059287	1.000000	0.001000	6.098942	0.000930	26.228535	0.241359	200.000000	413.835803	0.043994	58.445585	0.141565	-1.888397	0.878549	5.514499	0.068872	1.000000	-116.754571	-1818.917165	1.996667	1.996667
0.010000	0.002000	9.184200	8.472128	0.197039	500.000000	0.100000	0.036535	1.000000	0.001000	1.884187	0.001322	6.180402	0.295657	200.000000	12.293729	0.148834	9.244821	7.158036	-24.364358	9.270016	64.697303	0.398170	1.000000	-0.499186	-0.448731	0.023333	1.996667
0.010000	0.002000	9.869806	3.473318	2.712941	500.000000	0.100000	0.038146	1.000000	0.001000	0.132692	0.003951	3.519815	2.328907	200.000000	8.154672	0.008079	8.031024	5.671937	-18.086743	7.856337	59.151056	0.575363	1.000000	-0.550881	-0.630190	0.040000	1.996667
